date,Indianapolis Colts,New England Patriots
2015-01-19 01:50:22.674,4.047839,96.14425
2015-01-19 01:50:39.190,3.846154,96.25593
2015-01-19 01:50:55.201,3.803717,96.15385
2015-01-19 01:51:11.112,3.846154,96.21301
2015-01-19 01:51:27.159,3.846154,96.35808
2015-01-19 01:51:44.094,3.846154,96.5567
2015-01-19 01:52:00.097,3.703704,96.15385
2015-01-19 01:52:16.103,3.655757,96.15385
2015-01-19 01:52:32.110,3.655052,96.82319
2015-01-19 01:52:47.917,3.703704,96.15385
2015-01-19 01:53:03.865,3.703704,96.15385
2015-01-19 01:53:19.979,3.703704,96.15385
2015-01-19 01:53:35.851,4.166667,96.15385
2015-01-19 01:53:51.815,4.166667,95.78864
2015-01-19 01:54:07.681,4.297333,96.15385
2015-01-19 01:54:23.652,4.174032,96.15385
2015-01-19 01:54:39.906,4.166667,96.13954
2015-01-19 01:54:55.718,4.166667,95.85308
2015-01-19 01:55:11.760,3.846154,96.15385
2015-01-19 01:55:27.669,3.846154,96.15385
2015-01-19 01:55:43.574,3.846154,96.21886
2015-01-19 01:56:02.647,3.846154,96.16421
2015-01-19 01:56:18.432,3.846154,96.60178
2015-01-19 01:56:34.417,3.846154,97.08738
2015-01-19 01:56:50.219,3.846154,97.06098
2015-01-19 01:57:05.882,2.941176,97.08738
2015-01-19 01:57:22.174,2.941176,97.08738
2015-01-19 01:57:37.884,2.941176,97.08738
2015-01-19 01:57:53.650,2.941176,97.08738
2015-01-19 01:58:09.423,2.941176,97.08738
2015-01-19 01:58:25.056,2.941176,98.02481
2015-01-19 01:58:40.940,2.5,98.03922
2015-01-19 01:58:56.988,2.5,97.99812
2015-01-19 01:59:12.708,2.5,98.03922
2015-01-19 01:59:28.464,2.5,97.08738
2015-01-19 01:59:44.269,2.5,97.08738
2015-01-19 02:00:00.252,2.631579,98.03922
2015-01-19 02:00:16.489,2.5,98.03922
2015-01-19 02:00:32.643,20.46101,98.48442
2015-01-19 02:00:48.648,2.266995,97.09887
2015-01-19 02:01:04.537,2.272727,97.08738
2015-01-19 02:01:20.319,2.272727,97.08738
