date,Draw,France,Scotland
2015-02-07 18:15:57.412,2.044587,83.36149,14.66038
2015-02-07 18:16:13.055,2,83.44672,13.93189
2015-02-07 18:16:28.867,2.053712,84.19093,13.72404
2015-02-07 18:16:44.924,2.364386,84.74576,13.51351
2015-02-07 18:17:00.644,2.252755,84.77697,13.44724
2015-02-07 18:17:16.485,2.122612,85.05034,13.34116
2015-02-07 18:17:32.243,2.340134,85.0752,13.51351
2015-02-07 18:17:48.107,2.090805,88.74522,10.54513
2015-02-07 18:18:03.838,2.4435,90.92619,7.407407
2015-02-07 18:18:19.688,2.68922,90.90446,7.407407
2015-02-07 18:18:35.727,3.125,88.75192,7.407407
2015-02-07 18:18:51.806,3.216014,88.80929,7.63671
2015-02-07 18:19:07.510,3.147297,86.19035,7.63671
2015-02-07 18:19:23.552,2.894835,86.14072,11.59596
2015-02-07 18:19:39.250,2.5,86.21327,11.14105
2015-02-07 18:19:55.099,2.251285,86.45871,11.29193
2015-02-07 18:20:11.872,2.117577,86.75258,11.44783
2015-02-07 18:20:27.644,1.710241,88.02885,11.16361
2015-02-07 18:20:43.449,2.041077,88.02543,11.0307
2015-02-07 18:20:59.265,2.170672,87.29642,10.20971
2015-02-07 18:21:15.681,1.818182,87.50098,10.94891
2015-02-07 18:21:32.324,2,86.2069,11.3189
2015-02-07 18:21:48.094,2.36246,86.10161,11.58195
2015-02-07 18:22:03.984,2.416647,83.8015,11.95039
2015-02-07 18:22:19.656,2.599607,86.08278,10.22549
2015-02-07 18:22:35.708,2.611301,86.91641,11.00866
2015-02-07 18:22:51.932,2.083333,86.84808,10.65247
2015-02-07 18:23:08.016,2.011563,89.37462,10.69095
2015-02-07 18:23:28.820,1.882252,89.28571,6.163156
2015-02-07 18:23:44.532,1.538462,93.4383,5.128205
2015-02-07 18:24:00.931,1.782609,94.23033,4.761905
2015-02-07 18:24:17.550,1.25,94.37438,4.526048
2015-02-07 18:24:33.284,1.324746,94.34552,4.234867
2015-02-07 18:24:49.102,1.176471,93.28223,4.234867
2015-02-07 18:25:04.880,1.176471,92.59259,4.234867
2015-02-07 18:25:20.673,1.704822,93.08384,4.234867
2015-02-07 18:25:36.540,1.245539,93.79165,5.044123
2015-02-07 18:25:52.237,1.240228,94.65906,4.52221
2015-02-07 18:26:08.061,1.163142,94.33962,4.761905
2015-02-07 18:26:24.345,1.176471,93.45794,5
2015-02-07 18:26:40.077,1.176953,90.85967,8.505891
2015-02-07 18:26:55.965,1.153254,90.63127,8.769053
2015-02-07 18:27:11.756,1.751575,89.17659,9.344819
2015-02-07 18:27:27.703,2.5,87.90773,9.821658
2015-02-07 18:27:43.578,2.5,86.77216,11.33431
2015-02-07 18:27:59.278,2.5,88.49158,11.26126
2015-02-07 18:28:15.065,2.004505,87.60575,10.05626
2015-02-07 18:28:31.532,2.380952,87.14492,11.00696
2015-02-07 18:28:47.312,2.474949,87.41141,11.36971
2015-02-07 18:29:03.656,1.816727,88.25456,10.6768
2015-02-07 18:29:19.439,2.228869,87.73183,9.960329
2015-02-07 18:29:35.674,2.34981,88.28897,9.475199
2015-02-07 18:29:51.839,1.891322,89.18327,8.948693
2015-02-07 18:30:07.689,1.962025,90.35786,8.889418
2015-02-07 18:30:25.685,1.659464,90.08013,8.827157
2015-02-07 18:30:41.588,1.659464,90.02855,9.090909
2015-02-07 18:30:57.296,1.659464,89.1415,9.094773
2015-02-07 18:31:13.057,2.083333,89.28571,8.695652
2015-02-07 18:31:33.957,2.226163,89.18506,8.613237
2015-02-07 18:31:54.788,2.457882,87.05933,9.665625
2015-02-07 18:32:17.181,2.924058,85.11617,11.66348
2015-02-07 18:32:32.817,3.327977,82.96416,13.35906
2015-02-07 18:32:48.443,2.714111,85.2137,12.97014
2015-02-07 18:33:04.244,3.589704,83.79512,13.33824
2015-02-07 18:33:20.241,3.549804,84.96004,10.99903
2015-02-07 18:33:41.108,2.619416,87.60966,10.52048
2015-02-07 18:33:58.069,2.567165,85.92175,11.37154
2015-02-07 18:34:14.201,3.102489,85.77575,10.75614
2015-02-07 18:34:29.972,3.366743,86.05751,10.72111
2015-02-07 18:34:45.805,2.913632,84.73716,12.37187
2015-02-07 18:35:01.483,2.941176,83.79888,12.79756
2015-02-07 18:35:17.433,2.777778,84.64162,14.94919
2015-02-07 18:35:33.080,3.255312,84.64152,13.62304
2015-02-07 18:35:49.376,2.13191,91.46468,6.143148
2015-02-07 18:36:05.105,2.941176,85.37746,10.6383
2015-02-07 18:36:20.949,2.201258,87.4878,10.23881
2015-02-07 18:36:36.739,2,87.4664,10.00367
2015-02-07 18:36:52.431,2,88.42343,9.356725
2015-02-07 18:37:08.084,2.826129,88.49558,8.744813
2015-02-07 18:37:23.869,2.826129,87.49467,9.249503
2015-02-07 18:37:39.764,2.941176,88.12569,9.120289
2015-02-07 18:37:55.820,2.002647,87.75187,10.86957
2015-02-07 18:38:11.459,1.666667,88.05492,11.00754
2015-02-07 18:38:27.287,2.192463,89.07906,8.829129
2015-02-07 18:38:43.222,2.192463,89.19358,8.829129
2015-02-07 18:38:58.940,2.272727,88.56766,9.302326
2015-02-07 18:39:14.744,2.312673,88.7848,9.756098
2015-02-07 18:39:30.840,1.448962,89.12823,9.313295
2015-02-07 18:39:47.553,1.97664,91.62421,7.462247
2015-02-07 18:40:03.395,1.815724,92.27099,7.415719
2015-02-07 18:40:19.259,1.764019,89.79765,8.695652
2015-02-07 18:40:35.508,1.557751,91.70184,7.580124
2015-02-07 18:40:51.354,2.242948,88.19328,8.583882
2015-02-07 18:41:07.580,2.130741,86.19614,12.57689
2015-02-07 18:41:23.779,2.896095,81.4845,14.56504
2015-02-07 18:41:39.729,3.422042,80.45766,16.25886
2015-02-07 18:41:56.023,2.074103,81.26174,16.27802
2015-02-07 18:42:12.095,1.939249,81.04277,17.64761
2015-02-07 18:42:28.030,1.538462,85.14891,14.57726
2015-02-07 18:42:43.968,1.523888,87.95918,13.51351
2015-02-07 18:43:04.749,1.319437,96.37016,2
2015-02-07 18:43:20.588,2,97.07158,1
2015-02-07 18:43:37.305,2.123766,96.64887,1
2015-02-07 18:43:53.218,3.342317,96.25413,1
2015-02-07 18:44:10.052,3.125,96.75855,0.2
2015-02-07 18:44:26.205,3.803278,96.62038,0.1
2015-02-07 18:44:42.068,2.416454,96.98381,0.1
2015-02-07 18:44:58.017,2.806311,98.02333,0.1
