date,New England Patriots,Seattle Seahawks
2015-02-02 00:10:50.226,141614.3,12251.6
2015-02-02 00:11:15.441,94223.21,396.6968
2015-02-02 00:11:31.605,109873.9,2767.151
2015-02-02 00:11:47.463,28065.59,245.9345
2015-02-02 00:12:03.563,128582.5,10379.85
2015-02-02 00:12:19.256,235342.8,1512.44
2015-02-02 00:12:35.700,45032.54,11531.54
2015-02-02 00:12:51.849,37638.69,6609.136
2015-02-02 00:13:07.869,50094.62,2849.364
2015-02-02 00:13:23.924,48062.06,42075.61
2015-02-02 00:13:40.586,249509.3,6493.13
2015-02-02 00:13:56.997,100097.3,26217.34
2015-02-02 00:14:13.003,10081.29,1323.827
2015-02-02 00:14:28.884,117388.2,3226.997
2015-02-02 00:14:44.671,250378.5,23047.38
2015-02-02 00:15:00.782,7403.543,2163.998
2015-02-02 00:15:17.132,9256.709,3801.08
2015-02-02 00:15:33.171,59446.99,3506.531
2015-02-02 00:15:49.007,54772.28,2281.258
2015-02-02 00:16:05.085,95948.62,208.168
2015-02-02 00:16:23.552,73840.63,2910.251
2015-02-02 00:16:39.272,3015.739,3782.565
2015-02-02 00:16:55.032,40183.01,4663.393
2015-02-02 00:17:10.921,19851.58,1486.915
2015-02-02 00:17:26.799,115613,4147.942
2015-02-02 00:17:42.729,42631.16,5853.704
2015-02-02 00:17:58.726,39083.95,1664.238
2015-02-02 00:18:14.719,52832.26,5507.705
2015-02-02 00:18:30.608,16296.2,1435.255
2015-02-02 00:18:47.324,117343.3,750.4004
2015-02-02 00:19:03.082,11934.7,509.5104
2015-02-02 00:19:19.187,55444.63,7187.986
2015-02-02 00:19:35.794,90360.58,3676.667
2015-02-02 00:19:52.060,243950.3,1514.275
2015-02-02 00:20:07.812,50845.19,349.0032
2015-02-02 00:20:23.973,40029.81,462.8406
2015-02-02 00:20:39.634,14482.95,1518.185
2015-02-02 00:20:55.497,38587.48,5366.299
2015-02-02 00:21:11.216,8007.894,2332.016
2015-02-02 00:21:28.968,6692.166,1947.45
2015-02-02 00:21:45.164,2243.353,1896.782
2015-02-02 00:22:00.889,44242.51,3360.928
2015-02-02 00:22:16.786,7175.016,2674.194
2015-02-02 00:22:32.445,2646.167,1081.22
2015-02-02 00:22:48.850,50922.8,715.6555
2015-02-02 00:23:05.253,10674.47,264.2444
2015-02-02 00:23:21.016,15393.03,728.434
2015-02-02 00:23:36.947,7207.124,1313.978
2015-02-02 00:23:52.733,38408.63,1563.421
2015-02-02 00:24:08.422,10556.77,548.971
2015-02-02 00:24:24.310,5403.54,1230.334
2015-02-02 00:24:40.450,7710.81,282.6708
2015-02-02 00:24:56.205,11149.97,588.1695
2015-02-02 00:25:12.133,2974.68,382.3071
2015-02-02 00:25:27.854,3885.531,1180.082
2015-02-02 00:25:43.612,91334.89,44693.89
2015-02-02 00:25:59.418,34898.46,5862.273
2015-02-02 00:26:15.528,4170.265,4586.073
2015-02-02 00:26:34.864,31342.51,13691.06
2015-02-02 00:26:51.040,23999.74,6400.239
2015-02-02 00:27:06.853,5140.36,10786.37
2015-02-02 00:27:22.751,5297.064,5658.057
2015-02-02 00:27:38.422,17954.94,1858.469
2015-02-02 00:27:55.018,1439.988,466.7037
2015-02-02 00:28:11.060,21755.22,372.768
2015-02-02 00:28:27.185,11275.63,2560.875
2015-02-02 00:28:42.988,6174.209,147.3114
2015-02-02 00:28:58.983,1230.759,578.2054
2015-02-02 00:29:14.985,10474.69,1448.068
2015-02-02 00:29:30.957,15416.44,1060.804
2015-02-02 00:29:47.302,16532.92,546.9067
2015-02-02 00:30:03.069,31476.15,958.29
2015-02-02 00:30:18.805,36795.37,361.4133
2015-02-02 00:30:34.628,742.0974,100.4126
2015-02-02 00:30:50.505,5311.752,2444.308
2015-02-02 00:31:06.184,16034.71,44671.57
2015-02-02 00:31:28.389,34295.72,1324.162
2015-02-02 00:31:51.249,13543.54,2500.432
2015-02-02 00:32:07.096,13669.87,461.2105
2015-02-02 00:32:22.990,12446.87,1110.531
2015-02-02 00:32:38.891,38774.22,1222.899
2015-02-02 00:32:54.621,26336.42,18006.92
2015-02-02 00:33:10.762,9698.39,2473.776
2015-02-02 00:33:26.412,37871.94,2965.638
2015-02-02 00:33:42.276,7949.481,8023.194
2015-02-02 00:33:58.281,3185.638,16080.36
2015-02-02 00:34:14.041,28849.01,531.4879
2015-02-02 00:34:29.846,17778.03,3333.601
2015-02-02 00:34:46.246,23358.61,7848.231
2015-02-02 00:35:02.529,12506.47,15586.75
2015-02-02 00:35:18.785,14294.69,4689.48
2015-02-02 00:35:34.632,21526.29,1597.844
2015-02-02 00:35:50.720,9999.801,371.3451
2015-02-02 00:36:06.814,43731.67,11681.54
2015-02-02 00:36:23.038,109836.7,1506.287
2015-02-02 00:36:39.490,114787.3,608.2269
2015-02-02 00:37:02.062,7706.145,541.4811
2015-02-02 00:37:18.071,68329.42,3398.584
2015-02-02 00:37:34.402,43182.32,8529.998
2015-02-02 00:37:50.289,10773.52,142.4898
2015-02-02 00:38:06.485,27986.83,1861.63
2015-02-02 00:38:28.496,1422.046,84.91007
2015-02-02 00:38:44.277,4134.401,688.845
2015-02-02 00:39:00.164,8267.797,2281.864
2015-02-02 00:39:16.042,12852.99,453.0744
2015-02-02 00:39:32.093,6491.602,1484.179
2015-02-02 00:39:48.191,6831.217,533.8904
2015-02-02 00:40:04.450,2198.008,92.7738
2015-02-02 00:40:20.625,3845.05,1961.103
2015-02-02 00:40:37.091,7013.005,618.3862
2015-02-02 00:40:53.398,2752.305,228.6014
2015-02-02 00:41:09.778,1115.013,543.3485
2015-02-02 00:41:25.618,2092.614,19.54439
2015-02-02 00:41:41.741,922.6421,809.582
2015-02-02 00:41:58.661,7897.322,20513.76
2015-02-02 00:42:16.233,10612.19,2059.703
2015-02-02 00:42:32.249,50358.32,89.91494
2015-02-02 00:42:48.173,1843.138,235.2245
2015-02-02 00:43:04.066,18336.23,171.8472
2015-02-02 00:43:20.197,6850.114,200.858
2015-02-02 00:43:36.054,3781.308,17749.88
2015-02-02 00:43:51.849,77760.16,441.7751
2015-02-02 00:44:07.724,4629.158,307.7992
2015-02-02 00:44:23.609,1512.371,42.91058
2015-02-02 00:44:40.113,24163.85,1758.813
2015-02-02 00:44:55.990,45921.43,52.90531
2015-02-02 00:45:12.431,25712.79,32.18848
2015-02-02 00:45:28.306,98974.12,1151.625
2015-02-02 00:45:44.073,5227.925,1134.176
2015-02-02 00:46:00.526,9135.305,0
2015-02-02 00:46:16.485,6936.567,125.2663
2015-02-02 00:46:32.324,86341.2,3793.837
2015-02-02 00:46:48.353,2029.773,852.3795
2015-02-02 00:47:04.089,11961.5,2693.244
2015-02-02 00:47:23.789,9969.083,1014.756
2015-02-02 00:47:39.683,46250.56,1072.514
2015-02-02 00:47:56.089,29510.43,36.57201
2015-02-02 00:48:12.047,22045.07,1416.346
2015-02-02 00:48:27.861,101254.8,2571.547
2015-02-02 00:48:43.681,50516.63,1602.611
2015-02-02 00:48:59.505,121910.5,3230.011
2015-02-02 00:49:16.085,48678.02,701.3583
2015-02-02 00:49:31.849,25140.26,4265.058
2015-02-02 00:49:47.725,25436.68,17923.66
2015-02-02 00:50:03.453,1788.828,12967.97
2015-02-02 00:50:19.378,12589.54,30379.69
2015-02-02 00:50:35.014,256920.8,6348.345
2015-02-02 00:50:51.010,13187.97,1077.226
2015-02-02 00:51:07.114,139928.7,644.0271
2015-02-02 00:51:22.882,52900.25,332.9927
2015-02-02 00:51:38.637,6157.856,1658.116
2015-02-02 00:52:00.161,5363.146,3104.882
2015-02-02 00:52:15.838,14712.94,223.2034
2015-02-02 00:52:31.669,3190.59,397.066
2015-02-02 00:52:47.441,34385.63,3420.683
2015-02-02 00:53:03.270,8992.613,4926.361
2015-02-02 00:53:19.366,29253.54,1388.514
2015-02-02 00:53:35.577,8709.872,1032.45
2015-02-02 00:53:51.247,11431.83,4597.069
2015-02-02 00:54:07.182,34166.28,677.7296
2015-02-02 00:54:23.758,87790.96,451.8954
2015-02-02 00:54:39.515,39640.79,2724.302
2015-02-02 00:54:55.892,3809.104,1736.52
2015-02-02 00:55:11.758,11203.25,1096.485
2015-02-02 00:55:27.562,26075.2,3496.78
2015-02-02 00:55:43.355,54281.62,306.524
2015-02-02 00:55:59.183,44751.8,613.0327
2015-02-02 00:56:14.890,6595.376,839.6393
2015-02-02 00:56:31.217,4270.709,1504.944
