date,Golden State,New Orleans
2014-12-15 01:04:57.760,53.7623,49.43294
2014-12-15 01:05:18.761,46.47284,54.56672
2014-12-15 01:05:39.343,39.29719,61.19318
2014-12-15 01:05:59.923,37.49394,62.63993
2014-12-15 01:06:20.995,28.58912,71.26829
2014-12-15 01:06:41.521,27.95339,72.20901
2014-12-15 01:07:02.080,28.03124,71.92498
2014-12-15 01:07:23.831,28.08783,71.48064
2014-12-15 01:07:44.474,28.56169,71.43419
2014-12-15 01:08:05.211,28.57143,71.44713
2014-12-15 01:08:25.758,28.56543,71.29251
2014-12-15 01:08:46.474,33.33333,68.56815
2014-12-15 01:09:19.016,32.69751,67.86374
2014-12-15 01:09:40.858,30.82326,65.23218
2014-12-15 01:10:01.698,36.49635,64.49296
2014-12-15 01:10:22.312,35.28663,63.80554
2014-12-15 01:10:42.858,30.30303,73.66695
2014-12-15 01:11:03.539,27.12946,73.15592
2014-12-15 01:11:25.027,23.80952,76.73546
2014-12-15 01:11:46.118,20.69065,79.01535
2014-12-15 01:12:06.912,19.84156,79.50094
2014-12-15 01:12:27.971,20,79.48979
2014-12-15 01:12:48.488,20.83333,79.36766
2014-12-15 01:13:09.117,20.83789,79.28737
2014-12-15 01:13:29.671,20.83333,79.49094
2014-12-15 01:13:50.321,20.08297,80.41655
2014-12-15 01:14:10.880,19.89252,81.56952
2014-12-15 01:14:32.200,19.89252,74.07407
2014-12-15 01:14:53.311,25.9656,74.13639
2014-12-15 01:15:14.402,26.04583,73.73931
2014-12-15 01:15:35.075,35.39022,68.68687
2014-12-15 01:15:56.284,48.17042,55.04123
2014-12-15 01:16:17.616,48.15711,52.65033
2014-12-15 01:16:38.188,47.27669,53.0485
2014-12-15 01:16:58.981,40.32292,60.45263
2014-12-15 01:17:19.563,33.46594,66.38373
2014-12-15 01:17:40.227,33.46594,62.5506
2014-12-15 01:18:01.136,38.90196,61.13258
2014-12-15 01:18:21.760,39.0625,61.55066
2014-12-15 01:18:42.371,47.23565,54.11372
2014-12-15 01:19:03.082,51.29714,51.55633
2014-12-15 01:19:23.809,55.28285,47.00019
2014-12-15 01:19:46.305,47.98408,51.35833
2014-12-15 01:20:06.932,46.26249,54.43921
2014-12-15 01:20:27.635,40.64563,55.89072
