date,LA Lakers,Minnesota
2014-12-15 01:13:48.696,74.07407,25.31646
2014-12-15 01:14:09.340,74.07407,25.31646
2014-12-15 01:14:30.496,74.62687,25.31646
2014-12-15 01:14:51.853,74.62687,25.31646
2014-12-15 01:15:13.008,74.07407,25.31646
2014-12-15 01:15:33.454,74.62687,25.31646
2014-12-15 01:15:54.228,74.07407,25.31646
2014-12-15 01:16:15.158,74.07407,25.31646
2014-12-15 01:16:35.919,74.62687,25.31646
2014-12-15 01:16:56.825,74.07407,25.31646
2014-12-15 01:17:17.609,74.07407,25.97403
2014-12-15 01:17:38.250,75.45334,25.97403
2014-12-15 01:17:58.893,74.62687,25.97403
2014-12-15 01:18:19.489,74.62687,25.64103
2014-12-15 01:18:40.153,74.62687,25.64103
2014-12-15 01:19:00.681,76.33588,25.64103
2014-12-15 01:19:21.369,76.33588,25.64103
2014-12-15 01:19:44.450,76.33588,25.64103
2014-12-15 01:20:05.322,76.33588,25.64103
2014-12-15 01:20:25.957,76.33588,25.64103
2014-12-15 01:20:46.839,75.4305,25.64103
2014-12-15 01:21:07.628,73.999,25.64103
2014-12-15 01:21:28.498,68.79621,25.64103
2014-12-15 01:21:49.360,68.79621,25.64103
2014-12-15 01:22:15.182,68.96552,25.64103
2014-12-15 01:22:36.124,72.46377,25.64103
2014-12-15 01:22:56.815,72.46377,27.77778
2014-12-15 01:23:17.300,71.66787,28.33664
2014-12-15 01:23:38.396,73.49354,28.57143
2014-12-15 01:23:59.177,72.9927,28.57143
2014-12-15 01:24:19.753,74.82203,28.57143
2014-12-15 01:24:40.347,74.62687,28.57143
2014-12-15 01:25:00.945,73.01414,28.57143
2014-12-15 01:25:21.606,72.53253,26.66667
2014-12-15 01:25:42.397,72.67331,28.16901
2014-12-15 01:26:03.064,71.94245,28.16901
2014-12-15 01:26:23.749,72.9927,28.16901
2014-12-15 01:26:44.280,74.07407,28.16901
2014-12-15 01:27:05.386,74.54536,28.16901
2014-12-15 01:27:25.950,74.62048,28.16901
2014-12-15 01:27:46.547,74.62048,28.16901
2014-12-15 01:28:07.100,76.33588,28.16901
2014-12-15 01:28:27.690,76.67267,28.16901
2014-12-15 01:28:48.339,79.36508,28.16901
2014-12-15 01:29:08.943,79.36508,28.16901
2014-12-15 01:29:29.999,80.67,18.86792
2014-12-15 01:30:06.789,79.03022,18.86792
2014-12-15 01:30:27.270,74.69335,18.86792
2014-12-15 01:30:47.931,69.23118,36.14493
2014-12-15 01:31:08.533,76.68914,23.85357
2014-12-15 01:31:29.165,73.69445,26.65784
2014-12-15 01:31:49.677,75.75758,26.65784
2014-12-15 01:32:10.513,77.97414,26.65784
2014-12-15 01:32:31.439,78.37515,26.65784
2014-12-15 01:32:52.172,80.64516,26.65784
2014-12-15 01:33:12.786,81.293,26.65784
2014-12-15 01:33:33.301,81.06598,19.23077
2014-12-15 01:33:54.165,80.64516,19.23077
2014-12-15 01:34:14.704,80.64516,19.23077
2014-12-15 01:34:35.468,86.08524,19.23077
2014-12-15 01:34:56.197,85.68646,19.23077
2014-12-15 01:35:16.676,84.03361,15.625
2014-12-15 01:35:37.326,83.7253,15.625
2014-12-15 01:35:58.204,84.5643,15.625
2014-12-15 01:36:18.681,84.03361,15.625
2014-12-15 01:36:39.346,84.03361,15.625
2014-12-15 01:37:00.857,85.10729,15.625
2014-12-15 01:37:21.553,84.74576,15.625
2014-12-15 01:37:42.090,83.45025,16.66667
2014-12-15 01:38:03.082,85.91122,16.66667
2014-12-15 01:38:23.910,86.2069,16.66667
2014-12-15 01:38:44.514,86.46538,16.66667
2014-12-15 01:39:05.573,86.2069,13.51351
2014-12-15 01:39:26.341,85.47009,13.51351
2014-12-15 01:39:46.936,86.2069,13.51351
2014-12-15 01:40:07.517,84.74576,13.51351
2014-12-15 01:40:28.114,84.50728,13.51351
2014-12-15 01:40:48.704,84.74576,13.51351
2014-12-15 01:41:09.469,84.74576,13.51351
2014-12-15 01:41:30.442,84.10483,15.80755
2014-12-15 01:41:51.174,84.03361,15.80755
2014-12-15 01:42:11.947,84.74576,15.80755
2014-12-15 01:42:32.484,84.74576,15.80755
2014-12-15 01:42:53.078,83.99687,15.625
2014-12-15 01:43:13.685,83.33333,15.625
2014-12-15 01:43:34.402,81.91404,15.625
2014-12-15 01:43:54.886,80,22.72727
2014-12-15 01:44:15.482,77.78598,22.28985
2014-12-15 01:44:36.608,75.76866,22.23681
2014-12-15 01:44:57.578,79.28035,22.23681
2014-12-15 01:45:18.181,77.60936,20
2014-12-15 01:45:38.698,78.219,20
2014-12-15 01:46:01.774,75.79934,24.39024
2014-12-15 01:46:22.321,74.71421,27.6045
2014-12-15 01:46:42.898,66.57989,32.78689
