date,Draw,England,South Africa
2014-11-15 15:55:15.314,2.777778,13.79191,80.65377
2014-11-15 15:55:35.885,3.544261,18.33705,78.7218
2014-11-15 15:55:56.702,4.308672,17.83177,78.92387
2014-11-15 15:56:17.381,4.381805,19.27243,75.63153
2014-11-15 15:56:38.366,4.168467,21.81639,74.37656
2014-11-15 15:56:58.926,4.303099,22.01549,73.38854
2014-11-15 15:57:19.601,3.823703,21.34402,74.01704
2014-11-15 15:57:41.670,3.470507,19.87881,77.64989
2014-11-15 15:58:02.438,4.039078,22.26543,73.9287
2014-11-15 15:58:23.118,4.336695,22.01706,73.4227
2014-11-15 15:58:43.889,4.295278,22.22222,73.06674
2014-11-15 15:59:04.583,3.545023,21.58053,74.74588
2014-11-15 15:59:25.482,3.840453,17.16951,78.68791
2014-11-15 15:59:46.113,3.703704,18.24886,80.85672
2014-11-15 16:00:06.765,2.844744,19.09689,78.24262
2014-11-15 16:00:27.365,2.697358,19.49246,77.5268
2014-11-15 16:00:48.005,3.285175,17.43528,78.11712
2014-11-15 16:01:09.834,2.492596,18.31043,79.22098
2014-11-15 16:01:31.110,3.25804,14.97072,81.36141
2014-11-15 16:01:52.026,2.196726,17.37276,81.77693
2014-11-15 16:02:13.065,2.003953,16.94349,81.23805
2014-11-15 16:02:34.183,1.975285,16.51229,82.21198
2014-11-15 16:02:55.039,2.374331,14.60795,85.34116
2014-11-15 16:03:15.801,1.964881,12.60504,85.52023
2014-11-15 16:03:36.592,2.663203,13.72598,84.60498
2014-11-15 16:03:57.510,3.759003,15.21313,80.79228
2014-11-15 16:04:18.197,3.630955,18.23522,80.0305
2014-11-15 16:04:39.018,3.162678,19.58139,78.09771
2014-11-15 16:04:59.791,4.455037,24.59571,74.87005
2014-11-15 16:05:20.874,4.372788,22.66708,73.55587
2014-11-15 16:05:41.910,5.024914,20.18077,74.55943
2014-11-15 16:06:02.599,4.96124,21.19967,74.74591
2014-11-15 16:06:23.391,4.044028,23.83337,72.43297
2014-11-15 16:06:44.755,4.313357,26.96209,68.21857
2014-11-15 16:07:05.365,6.007468,28.21383,64.56698
