date,Burnley,C Palace,The Draw
2015-01-17 16:22:33.712,28.52527,494.2989,1476.486
2015-01-17 16:22:49.510,57.57499,409.4432,574.8004
2015-01-17 16:23:05.290,377.7162,98.85868,120.9878
2015-01-17 16:23:21.304,95.54275,459.392,753.4764
2015-01-17 16:23:37.080,161.0709,222.6087,5565.37
2015-01-17 16:23:53.248,253.4616,2046.136,60548.26
2015-01-17 16:24:09.108,2384.676,2232.522,76886.8
2015-01-17 16:24:27.195,148.1206,1255.392,12329.7
2015-01-17 16:24:42.963,720.1688,7881.597,635.922
2015-01-17 16:24:58.756,817.7793,137.6769,9226.021
2015-01-17 16:25:14.632,335.2358,347.5568,1856.156
2015-01-17 16:25:30.524,1308.439,413.5948,3691.281
2015-01-17 16:25:46.332,247.8834,209.1694,3162.553
2015-01-17 16:26:02.127,106.364,1669.991,722.1356
2015-01-17 16:26:18.267,163.5713,2320.185,580.9384
2015-01-17 16:26:34.308,998.5936,1297.633,441.5087
2015-01-17 16:26:50.128,814.437,1690.318,427.605
2015-01-17 16:27:05.988,97.44936,493.7535,2777.382
2015-01-17 16:27:21.695,347.8043,677.9224,838.5121
2015-01-17 16:27:37.961,25.19432,12.50494,0.03688773
2015-01-17 16:27:54.103,916.5039,173.3243,2119.218
2015-01-17 16:28:09.845,522.0796,85.52683,261.0017
2015-01-17 16:28:25.700,320.8423,55.47945,3895.899
2015-01-17 16:28:41.560,1144.751,864.8145,4981.091
2015-01-17 16:28:57.337,81.04463,708.9409,402.2187
2015-01-17 16:29:20.043,237.3715,229.1799,10659.44
2015-01-17 16:29:41.773,3413.091,8.338823,6017.841
2015-01-17 16:29:58.505,90.18695,166.6038,1716.815
2015-01-17 16:30:14.285,423.6718,727.9946,2398.804
2015-01-17 16:30:30.389,12471.89,18.62921,5111.148
2015-01-17 16:30:46.285,4286.601,364.2091,41210.18
2015-01-17 16:31:07.143,3008.473,782.4878,24902.54
2015-01-17 16:31:23.681,779.7369,333.634,16214.7
2015-01-17 16:31:43.917,1039.514,77.68409,6359.332
2015-01-17 16:32:00.637,1629.459,255.1715,804.5921
2015-01-17 16:32:16.684,872.3011,656.8618,3211.025
2015-01-17 16:32:32.920,513.0438,366.9614,5854.309
2015-01-17 16:32:50.561,32.61717,278.8615,3447.353
2015-01-17 16:33:07.202,46.29758,2397.631,861.0845
2015-01-17 16:33:23.881,33.23826,830.9205,3025.509
2015-01-17 16:33:41.777,441.2141,131.2914,908.3446
2015-01-17 16:33:57.519,380.9709,262.4678,3697.724
2015-01-17 16:34:13.853,23.14144,48.48682,3909.691
2015-01-17 16:34:29.873,63.48273,7.490587,2482.867
2015-01-17 16:34:47.852,733.1252,350.0433,11249.64
2015-01-17 16:35:05.345,370.849,3.121278,8764.275
2015-01-17 16:35:21.134,408.4017,76.42094,10077.46
2015-01-17 16:35:36.990,0,133.3877,913.0531
2015-01-17 16:35:52.729,494.8026,270.5023,1188.708
2015-01-17 16:36:10.302,1185.595,40.97323,6118.737
2015-01-17 16:36:26.262,815.9726,475.2604,7817.886
2015-01-17 16:36:47.658,79.72561,395.0106,1471.489
2015-01-17 16:37:03.510,1784.078,103.0266,1989.942
2015-01-17 16:37:19.338,223.1999,584.99,1261.792
2015-01-17 16:37:35.417,38.99539,14.92647,215.874
2015-01-17 16:37:52.216,140.9686,63.14477,398.1549
2015-01-17 16:38:12.940,205.5007,505.1821,9622.75
2015-01-17 16:38:28.805,21.40594,404.8975,139.0251
2015-01-17 16:38:44.764,248.81,101.9978,1871.301
2015-01-17 16:39:00.698,1064.821,274.9699,16362.48
2015-01-17 16:39:16.526,471.1711,39.68754,2110.756
2015-01-17 16:39:33.078,943.376,560.9723,10116.06
2015-01-17 16:39:51.146,269.9176,1940.564,2497.137
2015-01-17 16:40:07.206,545.8027,87.11922,3425.668
2015-01-17 16:40:23.225,1139.142,299.4213,8216.481
2015-01-17 16:40:39.222,718.6402,226.8068,5403.379
2015-01-17 16:40:55.291,62.58182,578.023,11312.19
2015-01-17 16:41:11.790,164.8387,91.05583,23593.53
2015-01-17 16:41:28.279,230.9991,738.9205,4494.475
2015-01-17 16:41:44.443,1066.965,359.9484,5132.744
2015-01-17 16:42:00.460,14.98349,58.28578,2716.919
2015-01-17 16:42:19.830,450.7982,86.76463,13802.86
2015-01-17 16:42:36.474,72.35183,146.7945,512.0145
2015-01-17 16:42:53.617,619.0955,230.2228,3687.624
2015-01-17 16:43:09.398,1935.299,40.30131,1342.566
2015-01-17 16:43:26.120,84.93244,27.91611,7300.207
2015-01-17 16:43:42.086,573.7897,341.2525,5048.064
2015-01-17 16:43:57.903,0,228.135,0
2015-01-17 16:44:14.296,0.1464042,3802.372,70.05439
2015-01-17 16:44:30.760,17.41965,76600.16,551.9989
2015-01-17 16:44:46.876,171.1862,68996.08,1446.557
2015-01-17 16:45:03.533,139.9801,56185.03,1365.148
2015-01-17 16:45:20.141,63.29312,60977.04,929.8165
2015-01-17 16:45:36.593,165.7914,35617.84,1090.7
2015-01-17 16:45:52.386,125.8699,13663.28,1657.85
2015-01-17 16:46:08.105,25.76369,47293.89,974.8217
2015-01-17 16:46:23.923,78.29489,7736.21,2177.804
2015-01-17 16:46:39.822,50.64494,20272.7,2067.612
2015-01-17 16:46:55.900,23.99423,14027.7,220.0901
2015-01-17 16:47:12.086,16.86704,6296.782,15.49544
2015-01-17 16:47:28.278,38.64718,37402.43,216.4316
2015-01-17 16:47:44.176,10.3409,16534.53,179.5693
2015-01-17 16:48:04.793,7.770411,11716.12,112.831
2015-01-17 16:48:22.167,34.22342,25813.58,131.7826
2015-01-17 16:48:38.546,17.65656,6994.198,115.3904
2015-01-17 16:48:54.702,31.49425,10612.48,364.9693
2015-01-17 16:49:15.617,0,27937.28,973.0784
2015-01-17 16:49:31.374,0,13163.38,35.29955
2015-01-17 16:50:13.445,0.08556943,23903.88,10.59635
2015-01-17 16:50:29.368,0,0,0
2015-01-17 16:50:45.708,0,0,0
2015-01-17 16:51:01.493,0,0,0
2015-01-17 16:51:17.484,0,0,0
2015-01-17 16:51:33.471,0,0,0
2015-01-17 16:51:49.320,0,0,0
