date,AndyMurray,VasekPospisil
2015-07-08 14:43:29.210,96.61836,3.773585
2015-07-08 14:43:41.060,96.61836,3.636364
2015-07-08 14:43:52.822,96.61836,3.508772
2015-07-08 14:44:04.606,96.61836,3.508772
2015-07-08 14:44:16.414,97.56098,3.076923
2015-07-08 14:44:28.192,97.56098,2.941176
2015-07-08 14:44:39.971,97.56098,3.030303
2015-07-08 14:44:51.803,96.61836,3.225806
2015-07-08 14:45:03.561,96.61836,3.278689
2015-07-08 14:45:15.401,96.61836,3.278689
2015-07-08 14:45:27.235,96.61836,3.508772
2015-07-08 14:45:38.982,96.61836,3.508772
2015-07-08 14:45:50.831,96.61836,3.508772
2015-07-08 14:46:02.629,96.61836,3.508772
2015-07-08 14:46:14.461,95.69378,3.636364
2015-07-08 14:46:26.201,95.69378,3.846154
2015-07-08 14:46:37.992,95.69378,4.255319
2015-07-08 14:46:49.832,95.69378,4.081633
2015-07-08 14:47:01.610,95.69378,4.255319
2015-07-08 14:47:13.383,95.69378,4.255319
2015-07-08 14:47:25.207,95.69378,4.255319
2015-07-08 14:47:37.010,95.69378,4.255319
2015-07-08 14:47:48.794,95.69378,4.255319
2015-07-08 14:48:00.631,95.69378,4.255319
2015-07-08 14:48:12.422,95.69378,4.255319
2015-07-08 14:48:24.206,95.69378,4.166667
2015-07-08 14:48:36.062,95.69378,4.081633
2015-07-08 14:48:47.829,95.69378,3.846154
2015-07-08 14:48:59.622,95.69378,4.081633
2015-07-08 14:49:11.404,95.69378,4.255319
2015-07-08 14:49:23.217,95.69378,4.444444
2015-07-08 14:49:35.051,95.69378,4.444444
2015-07-08 14:49:46.801,95.69378,4.761905
2015-07-08 14:49:58.547,94.78673,4.878049
2015-07-08 14:50:10.465,94.78673,5.063291
2015-07-08 14:50:22.203,94.78673,5.333333
2015-07-08 14:50:34.029,94.78673,5.263158
2015-07-08 14:50:45.808,94.78673,4.938272
2015-07-08 14:50:57.637,95.69378,4.761905
2015-07-08 14:51:09.400,94.78673,4.597701
2015-07-08 14:51:21.205,95.69378,4.761905
2015-07-08 14:51:33.052,95.69378,4.444444
2015-07-08 14:51:44.821,95.69378,4.651163
2015-07-08 14:51:56.679,95.69378,4.444444
2015-07-08 14:52:08.445,95.69378,4.347826
2015-07-08 14:52:20.234,95.69378,3.703704
2015-07-08 14:52:32.031,95.69378,4.347826
2015-07-08 14:52:43.822,95.69378,4.444444
2015-07-08 14:52:55.655,95.69378,4.444444
2015-07-08 14:53:07.508,95.69378,4.545455
2015-07-08 14:53:19.219,94.78673,4.878049
2015-07-08 14:53:31.008,94.78673,4.651163
