date,Houston,Oklahoma City
2015-01-16 02:11:04.036,74.88772,25.64103
2015-01-16 02:11:19.837,73.81457,25.64103
2015-01-16 02:11:36.126,74.62687,25.64103
2015-01-16 02:11:51.807,74.87348,25.31646
2015-01-16 02:12:08.188,70.92854,28.98551
2015-01-16 02:12:23.799,70.67306,28.98551
2015-01-16 02:12:39.460,74.04163,27.02703
2015-01-16 02:12:55.267,75.07328,25
2015-01-16 02:13:11.108,73.05125,25.31646
2015-01-16 02:13:26.810,72.46377,27.39726
2015-01-16 02:13:42.459,72.68384,27.02703
2015-01-16 02:13:58.766,73.91224,25.82515
2015-01-16 02:14:20.199,72.66298,26.35351
2015-01-16 02:14:37.153,74.03548,25.68884
2015-01-16 02:14:52.838,73.1196,25.902
2015-01-16 02:15:08.702,74.42878,25.08715
2015-01-16 02:15:24.750,74.07407,25.08715
2015-01-16 02:15:41.401,74.07407,25.97403
2015-01-16 02:15:57.146,74.07407,25.97403
2015-01-16 02:16:12.922,74.11822,25.97403
2015-01-16 02:16:28.741,74.24375,25.87179
2015-01-16 02:16:44.503,74.07472,25
2015-01-16 02:17:00.411,75.37352,24.97985
2015-01-16 02:17:16.069,77.55096,24.39024
2015-01-16 02:17:31.992,78.51028,21.49815
2015-01-16 02:17:47.713,77.8012,21.49815
2015-01-16 02:18:03.555,76.80804,22.33015
2015-01-16 02:18:19.308,80,20
2015-01-16 02:18:35.115,79.66159,20.90412
2015-01-16 02:18:50.869,77.53137,21.73913
2015-01-16 02:19:06.926,75.18797,21.73913
2015-01-16 02:19:22.598,75.18797,21.73913
2015-01-16 02:19:38.233,75.18797,24.39024
2015-01-16 02:19:54.013,72.48324,27.21657
2015-01-16 02:20:09.698,71.42857,28.57143
2015-01-16 02:20:25.729,71.77471,28.57143
2015-01-16 02:20:41.461,72.92281,27.10296
2015-01-16 02:20:57.456,73.05457,27.10296
2015-01-16 02:21:13.261,71.71308,28.16901
2015-01-16 02:21:29.114,73.52928,26.66667
2015-01-16 02:21:45.241,74.06909,26.66667
2015-01-16 02:22:01.090,72.9927,26.66667
2015-01-16 02:22:16.981,72.9927,26.66667
2015-01-16 02:22:33.362,73.13007,26.31579
2015-01-16 02:22:49.636,73.52831,26.66667
2015-01-16 02:23:06.172,73.52941,26.31579
2015-01-16 02:23:22.024,72.9927,26.31579
2015-01-16 02:23:37.956,73.52941,26.31579
2015-01-16 02:23:53.896,73.98907,26.31579
2015-01-16 02:24:09.952,74.07407,26.31579
2015-01-16 02:24:26.030,74.07407,26.31579
2015-01-16 02:24:42.026,73.8435,26.31579
2015-01-16 02:24:57.991,74.07407,25.64103
2015-01-16 02:25:13.727,73.52941,26.66667
2015-01-16 02:25:29.673,73.52941,26.66667
2015-01-16 02:25:45.652,73.52941,26.66667
2015-01-16 02:26:01.537,73.52941,26.66667
2015-01-16 02:26:17.582,73.52941,26.66667
2015-01-16 02:26:33.566,73.52941,26.31579
2015-01-16 02:26:49.760,73.52941,26.31579
2015-01-16 02:27:05.666,73.97845,25.79342
2015-01-16 02:27:21.748,73.97845,25.79342
2015-01-16 02:27:37.741,73.97845,25.79342
2015-01-16 02:27:53.930,74.07407,26.66667
2015-01-16 02:28:09.912,74.07407,26.66667
2015-01-16 02:28:25.922,74.07407,26.66667
2015-01-16 02:28:41.929,74.07407,25.64103
2015-01-16 02:28:57.816,74.07407,25.64268
2015-01-16 02:29:14.018,74.09339,25.8691
2015-01-16 02:29:29.728,74.10233,25.97403
2015-01-16 02:29:45.590,74.37766,25.64103
2015-01-16 02:30:01.432,74.07407,25.64103
2015-01-16 02:30:17.318,71.39379,47.04344
2015-01-16 02:30:33.116,74.18478,47.04344
2015-01-16 02:30:49.338,74.18478,47.04344
2015-01-16 02:31:05.308,74.18478,47.04344
2015-01-16 02:31:21.374,74.18478,47.04344
2015-01-16 02:31:37.298,74.77333,25.94578
2015-01-16 02:31:53.308,74.62687,25.94578
2015-01-16 02:32:09.460,75.73338,25.94578
2015-01-16 02:32:26.090,75.15222,25.94578
2015-01-16 02:32:42.015,74.62687,25.64103
2015-01-16 02:32:58.008,74.62687,25.64103
2015-01-16 02:33:14.726,74.62687,25.21008
2015-01-16 02:33:30.829,74.62687,25.00212
2015-01-16 02:33:46.783,74.62687,25.00212
2015-01-16 02:34:02.585,74.31858,25.9101
2015-01-16 02:34:18.519,74.31858,25.9101
2015-01-16 02:34:34.848,74.31858,25.9101
2015-01-16 02:34:55.827,74.31858,25.9101
2015-01-16 02:35:11.834,73.65725,25.9101
2015-01-16 02:35:27.805,74.07407,25.9101
2015-01-16 02:35:43.537,74.07407,25.9101
2015-01-16 02:35:59.821,74.07407,26.15116
2015-01-16 02:36:15.406,74.07407,26.15116
2015-01-16 02:36:31.193,74.07407,25.96127
2015-01-16 02:36:47.187,73.87442,25.96127
2015-01-16 02:37:02.885,73.52941,25.96127
2015-01-16 02:37:18.626,73.60389,26.66667
2015-01-16 02:37:34.526,73.52941,26.66667
2015-01-16 02:37:50.536,73.52941,26.66667
2015-01-16 02:38:07.251,73.52941,26.66667
2015-01-16 02:38:23.216,73.00294,26.72866
2015-01-16 02:38:38.941,73.00294,26.72866
2015-01-16 02:38:54.673,73.00294,26.72866
2015-01-16 02:39:10.512,73.51667,26.72866
2015-01-16 02:39:26.748,72.68441,27.61739
2015-01-16 02:39:42.852,75.11011,24.99943
2015-01-16 02:39:58.621,77.37102,22.72727
2015-01-16 02:40:14.351,75.13291,22.72727
2015-01-16 02:40:30.338,75.78302,22.72727
2015-01-16 02:40:46.178,75.19699,25
2015-01-16 02:41:02.296,75.75758,25
2015-01-16 02:41:18.350,75.7426,25
2015-01-16 02:41:34.127,75.18797,25
2015-01-16 02:41:49.828,73.67447,26.66667
2015-01-16 02:42:06.344,74.07407,25.64103
2015-01-16 02:42:22.190,73.90914,25.64103
2015-01-16 02:42:37.884,72.59542,26.73072
2015-01-16 02:42:53.871,73.05,26.74866
2015-01-16 02:43:09.746,74.07407,26.31579
2015-01-16 02:43:25.765,74.07407,26.31579
2015-01-16 02:43:41.532,71.34864,29.41176
2015-01-16 02:43:57.374,70.92107,29.41176
2015-01-16 02:44:13.464,70.92199,29.41176
2015-01-16 02:44:29.328,74.62687,25
2015-01-16 02:44:45.188,76.88086,23.34871
2015-01-16 02:45:00.860,79.57925,20
2015-01-16 02:45:16.659,79.83819,20.83333
2015-01-16 02:45:32.664,79.97515,20
2015-01-16 02:45:49.080,80.55056,19.29825
2015-01-16 02:46:05.148,83.90149,15.15152
2015-01-16 02:46:20.846,84.77673,15.625
2015-01-16 02:46:36.875,86.0218,14.45054
2015-01-16 02:46:52.730,85.72006,13.88889
2015-01-16 02:47:09.039,83.37559,13.88889
2015-01-16 02:47:25.393,84.0303,16.66667
2015-01-16 02:47:41.128,83.33873,16.66667
2015-01-16 02:47:56.892,83.43772,15.625
2015-01-16 02:48:12.856,85.18458,14.45355
2015-01-16 02:48:28.814,86.63805,14.45355
2015-01-16 02:48:44.666,83.22203,14.45355
2015-01-16 02:49:00.494,81.86364,18.18182
2015-01-16 02:49:16.672,82.27335,17.24688
2015-01-16 02:49:32.521,82.95581,17.24688
2015-01-16 02:49:48.282,82.62877,17.24138
2015-01-16 02:50:04.549,80.99882,19.00446
2015-01-16 02:50:20.410,79.76638,19.00446
2015-01-16 02:50:36.233,79.97871,20.40816
2015-01-16 02:50:52.645,80.00017,20
2015-01-16 02:51:08.467,79.10202,20.83333
2015-01-16 02:51:24.304,77.39728,20.13825
2015-01-16 02:51:40.275,79.92632,20.40816
2015-01-16 02:51:56.428,82.44242,18.18182
2015-01-16 02:52:12.516,82.66374,16.66667
2015-01-16 02:52:28.390,84.8079,16.66667
2015-01-16 02:52:44.774,86.2069,13.88889
2015-01-16 02:53:00.408,86.26321,12.981
2015-01-16 02:53:17.262,86.66267,12.82051
2015-01-16 02:53:33.111,86.2069,13.88889
2015-01-16 02:53:48.924,86.94724,13.23835
2015-01-16 02:54:04.708,86.2069,13.23835
2015-01-16 02:54:20.449,86.45029,13.88889
2015-01-16 02:54:36.300,86.43625,13.30531
2015-01-16 02:54:52.540,86.43625,13.36602
2015-01-16 02:55:14.895,86.2069,13.1708
2015-01-16 02:55:31.178,86.58484,12.87444
2015-01-16 02:55:47.136,86.58484,13.36193
2015-01-16 02:56:04.056,86.25242,13.88889
2015-01-16 02:56:20.418,88.95442,11.90476
2015-01-16 02:56:36.124,90.80817,11.90476
2015-01-16 02:56:51.853,92.29328,8.333333
2015-01-16 02:57:07.668,88.21738,12.19512
2015-01-16 02:57:23.437,88.10994,11.70645
2015-01-16 02:57:39.196,86.51749,13.58764
2015-01-16 02:57:54.866,86.95652,12.82051
2015-01-16 02:58:10.765,87.13817,12.82051
2015-01-16 02:58:26.943,84.87073,15.47535
2015-01-16 02:58:43.033,84.60563,15.47535
2015-01-16 02:58:59.026,86.73966,14.28571
2015-01-16 02:59:14.906,84.75612,14.28571
2015-01-16 02:59:30.984,85.72293,15.04508
2015-01-16 02:59:46.717,85.45242,15.04508
2015-01-16 03:00:02.836,86.61243,14.28571
2015-01-16 03:00:18.638,87.00897,14.28571
2015-01-16 03:00:35.040,87.74654,3.040561
2015-01-16 03:00:50.918,89.17336,10.6383
2015-01-16 03:01:06.767,88.5061,10.6383
2015-01-16 03:01:22.728,88.7979,10.6383
2015-01-16 03:01:38.883,89.26966,10.6383
2015-01-16 03:01:54.626,89.26701,11.26029
2015-01-16 03:02:10.519,88.49558,10.87871
2015-01-16 03:02:27.115,89.27699,10.86957
2015-01-16 03:02:42.925,89.3083,10.86957
2015-01-16 03:02:58.639,89.28571,10.86957
2015-01-16 03:03:14.895,89.56905,10.86957
2015-01-16 03:03:31.105,89.36516,10.86957
2015-01-16 03:03:46.850,90.09009,10.86957
2015-01-16 03:04:02.736,89.41852,10.86957
2015-01-16 03:04:18.445,90.09009,10.86957
2015-01-16 03:04:34.634,89.28571,10.86957
2015-01-16 03:04:50.506,88.37356,11.98447
2015-01-16 03:05:06.433,89.28209,11.62791
2015-01-16 03:05:22.274,89.28571,11.62791
2015-01-16 03:05:38.209,88.49558,11.62791
2015-01-16 03:05:54.110,89.77271,11.62791
2015-01-16 03:06:10.165,89.27278,11.62791
2015-01-16 03:06:25.851,89.26572,11.62791
2015-01-16 03:06:41.859,89.26572,11.62791
2015-01-16 03:06:57.734,88.49558,11.62791
2015-01-16 03:07:13.456,89.28571,11.11111
2015-01-16 03:07:29.726,88.49558,11.11111
2015-01-16 03:07:45.518,88.49558,11.11111
2015-01-16 03:08:01.348,88.49558,11.11111
2015-01-16 03:08:17.114,88.7038,11.11111
2015-01-16 03:08:33.471,88.52772,11.11187
2015-01-16 03:08:49.358,88.56491,11.62791
2015-01-16 03:09:05.152,88.49558,11.62791
2015-01-16 03:09:20.882,89.99458,10
2015-01-16 03:09:36.853,90.90909,9.090909
2015-01-16 03:09:52.694,90.09009,10
2015-01-16 03:10:08.611,90.64144,10
2015-01-16 03:10:24.254,90.50179,10
2015-01-16 03:10:40.416,90.58019,10
2015-01-16 03:10:56.062,88.53564,10
2015-01-16 03:11:11.863,87.72155,10
2015-01-16 03:11:28.273,87.72155,10
2015-01-16 03:11:44.112,87.26996,13.15789
2015-01-16 03:11:59.856,86.36129,14.72388
2015-01-16 03:12:15.960,85.1946,14.72388
2015-01-16 03:12:31.706,86.19154,14.06253
2015-01-16 03:12:47.509,86.41964,12.82051
2015-01-16 03:13:03.256,90.00513,13.88889
2015-01-16 03:13:19.204,90.82018,10
2015-01-16 03:13:34.825,92.49063,8.333333
2015-01-16 03:13:50.485,92.45306,8.333333
2015-01-16 03:14:06.446,91.74569,8.333333
2015-01-16 03:14:22.238,94.09898,8.333333
2015-01-16 03:14:38.509,94.11845,8.333333
2015-01-16 03:14:54.218,94.27273,5.882353
2015-01-16 03:15:10.080,93.86528,5.882353
2015-01-16 03:15:26.136,94.33962,5.882353
2015-01-16 03:15:46.718,94.2289,6.451613
2015-01-16 03:16:02.455,94.26576,5.882353
2015-01-16 03:16:19.060,94.16764,5.882353
2015-01-16 03:16:34.847,93.45794,5.882353
2015-01-16 03:16:50.677,93.68933,6.060606
2015-01-16 03:17:06.411,94.03889,5.883604
2015-01-16 03:17:22.045,94.03889,5.883604
2015-01-16 03:17:37.862,96.15385,5.883604
2015-01-16 03:17:54.073,97.08738,5.883604
2015-01-16 03:18:10.015,97.37958,2.5
2015-01-16 03:18:25.844,98.03732,2.5
2015-01-16 03:18:41.892,98.0356,2.5
2015-01-16 03:18:57.675,97.37358,2.380952
2015-01-16 03:19:13.560,97.9472,2.380952
2015-01-16 03:19:29.296,97.94573,2.380952
2015-01-16 03:19:45.858,97.42745,2.173913
2015-01-16 03:20:01.696,98.03922,2.380952
2015-01-16 03:20:17.582,97.18194,2.380952
2015-01-16 03:20:33.242,97.43673,2.173913
2015-01-16 03:20:49.080,98.03922,2.380952
2015-01-16 03:21:04.959,97.08738,2.380952
2015-01-16 03:21:22.128,98.03922,2.173913
2015-01-16 03:21:37.884,98.03922,2.173913
2015-01-16 03:21:53.656,98.05806,2.173913
2015-01-16 03:22:09.495,99.0099,2.173913
2015-01-16 03:22:25.200,99.0099,2.173913
2015-01-16 03:22:41.274,99.0099,0.9090909
2015-01-16 03:22:57.003,99.0099,0.9090909
2015-01-16 03:23:12.687,99.0099,0.9090909
2015-01-16 03:23:28.406,99.0099,0.9090909
2015-01-16 03:23:44.019,99.0099,0.9090909
2015-01-16 03:24:00.237,99.0099,0.9090909
2015-01-16 03:24:16.009,99.0099,1
2015-01-16 03:24:31.598,99.0099,1
2015-01-16 03:24:47.748,98.87041,1.818182
2015-01-16 03:25:03.418,99.0099,1.818182
2015-01-16 03:25:19.074,98.03922,1.818182
2015-01-16 03:25:34.960,98.61331,1.818182
2015-01-16 03:25:51.363,98.03922,1.666667
2015-01-16 03:26:07.531,98.05022,1.666667
2015-01-16 03:26:24.663,98.05022,1.666667
2015-01-16 03:26:40.525,99.0099,1.666667
2015-01-16 03:26:56.307,99.0099,1.666667
2015-01-16 03:27:12.039,98.03922,1.666667
2015-01-16 03:27:28.621,98.03922,1.666667
2015-01-16 03:27:44.209,98.03922,1.666667
2015-01-16 03:27:59.911,98.03922,1.666667
2015-01-16 03:28:15.640,99.0099,1.818182
2015-01-16 03:28:31.478,99.0099,1.818182
2015-01-16 03:28:47.243,99.0099,1.818182
2015-01-16 03:29:03.469,99.0099,0.9090909
2015-01-16 03:29:19.384,99.0099,0.9090909
2015-01-16 03:29:35.029,99.0099,0.9090909
2015-01-16 03:29:51.170,99.0099,0.9090909
