date,Jo-Wilfried Tsonga,Stanislas Wawrinka
2014-11-21 15:21:19.458,90.42954,255909.1
2014-11-21 15:21:35.239,30.18859,48077.5
2014-11-21 15:21:51.038,89.93126,38146.8
2014-11-21 15:22:06.824,12.0865,389.7325
2014-11-21 15:22:22.721,239.9332,3247.005
2014-11-21 15:22:39.298,1269.502,31844.73
2014-11-21 15:22:55.086,14.3652,127084.7
2014-11-21 15:23:10.853,1082.647,5982.546
2014-11-21 15:23:26.706,130.1999,22081.9
2014-11-21 15:23:42.771,651.1009,53962.76
2014-11-21 15:23:58.627,110.1501,10603.5
2014-11-21 15:24:14.405,59.32543,2330.425
2014-11-21 15:24:30.641,101.8822,7456.988
2014-11-21 15:24:46.829,172.5685,35152.6
2014-11-21 15:25:02.672,90.8574,2108.732
2014-11-21 15:25:18.479,0,20439.81
2014-11-21 15:25:34.254,12.09565,7190.519
2014-11-21 15:25:50.045,0,69008.71
2014-11-21 15:26:06.400,73.70461,26647.83
2014-11-21 15:26:22.206,496.5256,16332.77
2014-11-21 15:26:38.080,73.92891,3728.988
2014-11-21 15:26:53.886,183.2051,23892.17
2014-11-21 15:27:09.628,148.983,31331.41
2014-11-21 15:27:25.424,741.0487,86018.66
2014-11-21 15:27:41.861,478.4813,34257.99
2014-11-21 15:27:57.642,1462.546,109923.3
2014-11-21 15:28:13.520,65.4501,31721.27
2014-11-21 15:28:29.301,19.46677,78819.83
2014-11-21 15:28:45.694,17.42197,22166.27
2014-11-21 15:29:01.429,25.01294,87342.68
