DENI,School_name,age,School_type,Management_type,year,Address,Postcode,Town,Protestant,Catholic,Other,Protestant_number,Catholic_number,Other_number,Total,Percentage_Protestant,Percentage_Catholic,Percentage_Other
3010745,Loanends Primary School,Primary,Primary,Controlled,2012,192 SEVENMILE STRAIGHT,BT294YR,Crumlin,109,6,81,109,6,81,196.0,55.612244898,3.0612244898,41.3265306122
3010754,Doagh Primary School,Primary,Primary,Controlled,2012,20 MAIN STREET,BT390QL,Ballyclare,45,0,21,45,0,21,66.0,68.1818181818,0.0,31.8181818182
3010760,Mullaghdubh Primary School,Primary,Primary,Controlled,2012,97 MIDDLE ROAD,BT403SY,Larne,38,<5,>=5,38,4,22,64.0,59.375,6.25,34.375
3010779,Thompson Primary School,Primary,Primary,Controlled,2012,42 MOSSLEY ROAD,BT399RX,Ballyclare,107,<5,>=5,107,4,43,154.0,69.4805194805,2.5974025974,27.9220779221
3010780,Kirkinriola Primary School,Primary,Primary,Controlled,2012,5 CLOUGHER ROAD,BT436TB,Ballymena,42,<5,>=5,42,4,10,56.0,75.0,7.14285714286,17.8571428571
3010781,Harryville Primary School,Primary,Primary,Controlled,2012,CASEMENT STREET,BT424BY,Ballymena,99,<5,>=5,99,4,13,116.0,85.3448275862,3.44827586207,11.2068965517
3010785,Eden Primary School,Primary,Primary,Controlled,2012,LARNE ROAD,BT387NL,Carrickfergus,146,0,65,146,0,65,211.0,69.1943127962,0.0,30.8056872038
3010787,Lislagan Primary School,Primary,Primary,Controlled,2012,50 LISLAGAN ROAD,BT537JF,Ballymoney,58,<5,>=5,58,4,37,99.0,58.5858585859,4.0404040404,37.3737373737
3010794,Gracehill Primary School,Primary,Primary,Controlled,2012,19 CHURCH ROAD,BT422NL,Ballymena,336,5,86,336,5,86,427.0,78.6885245902,1.17096018735,20.1405152225
3010795,Landhead Primary School,Primary,Primary,Controlled,2012,78 KILRAUGHTS ROAD,BT537HL,Ballymoney,46,0,7,46,0,7,53.0,86.7924528302,0.0,13.2075471698
3010796,Eden Primary School,Primary,Primary,Controlled,2012,33 VOW ROAD,BT537PB,Ballymoney,79,0,6,79,0,6,85.0,92.9411764706,0.0,7.05882352941
3010802,Ballynure Primary School,Primary,Primary,Controlled,2012,2 LISMENARY ROAD,BT399UF,Ballyclare,94,<5,>=5,94,4,16,114.0,82.4561403509,3.50877192982,14.0350877193
3010804,Straidbilly Primary School,Primary,Primary,Controlled,2012,85 CARNBORE ROAD,BT538EE,Ballymoney,89,0,5,89,0,5,94.0,94.6808510638,0.0,5.31914893617
3010808,Glynn Primary School,Primary,Primary,Controlled,2012,26 MAIN ROAD,BT403HF,Larne,56,0,24,56,0,24,80.0,70.0,0.0,30.0
3010809,Ballycarry Primary School,Primary,Primary,Controlled,2012,23 HILLHEAD ROAD,BT389HE,Carrickfergus,50,0,32,50,0,32,82.0,60.9756097561,0.0,39.0243902439
3010812,Mallusk Primary School,Primary,Primary,Controlled,2012,84 MALLUSK ROAD,BT364QE,Newtownabbey,45,0,24,45,0,24,69.0,65.2173913043,0.0,34.7826086957
3010816,Randalstown Central Primary School,Primary,Primary,Controlled,2012,4 CHURCH ROAD,BT413AJ,Antrim,164,0,39,164,0,39,203.0,80.7881773399,0.0,19.2118226601
3010817,Greenisland Primary School,Primary,Primary,Controlled,2012,UPPER STATION ROAD,BT388RA,Carrickfergus,228,13,150,228,13,150,391.0,58.3120204604,3.32480818414,38.3631713555
3010818,Moorfields Primary School,Primary,Primary,Controlled,2012,180 MOORFIELDS ROAD,BT423EF,Ballymena,187,0,18,187,0,18,205.0,91.2195121951,0.0,8.78048780488
3010822,Groggan Primary School,Primary,Primary,Controlled,2012,179 PORTGLENONE ROAD,BT413EU,Antrim,78,0,9,78,0,9,87.0,89.6551724138,0.0,10.3448275862
3010825,Carnaghts Primary School,Primary,Primary,Controlled,2012,48 VALLEY ROAD,BT422LX,Ballymena,87,<5,>=5,87,4,11,102.0,85.2941176471,3.92156862745,10.7843137255
3010826,The Diamond Primary School,Primary,Primary,Controlled,2012,107 DREEN ROAD,BT421EE,Ballymena,90,0,43,90,0,43,133.0,67.6691729323,0.0,32.3308270677
3010827,Whitehouse Primary School,Primary,Primary,Controlled,2012,2 DOAGH ROAD,BT379NZ,Newtownabbey,264,<5,>=5,264,4,145,413.0,63.9225181598,0.968523002421,35.1089588378
3010828,Kilbride Primary School,Primary,Primary,Controlled,2012,56 MOYRA ROAD,BT390SQ,Ballyclare,113,0,13,113,0,13,126.0,89.6825396825,0.0,10.3174603175
3010829,Antrim Primary School,Primary,Primary,Controlled,2012,31 STATION ROAD,BT414AB,Antrim,406,11,179,406,11,179,596.0,68.1208053691,1.84563758389,30.033557047
3010834,Clough Primary School,Primary,Primary,Controlled,2012,20 DRUMAGROVE ROAD,BT449RY,Ballymena,169,0,22,169,0,22,191.0,88.4816753927,0.0,11.5183246073
3010835,Kells & Connor Primary School,Primary,Primary,Controlled,2012,145 LIMINARY ROAD,BT423LS,Ballymena,157,<5,>=5,157,4,15,176.0,89.2045454545,2.27272727273,8.52272727273
3010841,Carrickfergus Central Primary School,Primary,Primary,Controlled,2012,THOMAS STREET,BT388AL,Carrickfergus,80,0,28,80,0,28,108.0,74.0740740741,0.0,25.9259259259
3010842,The Wm Pinkerton Memorial Primary School,Primary,Primary,Controlled,2012,182 KNOCK ROAD,BT538BB,Ballymoney,>=5,0,<5,69,0,4,73.0,94.5205479452,0.0,5.47945205479
3010846,Whiteabbey Primary School,Primary,Primary,Controlled,2012,20-30 OLD MANSE ROAD,BT370RU,Newtownabbey,245,36,136,245,36,136,417.0,58.7529976019,8.63309352518,32.6139088729
3010847,Portrush Primary School,Primary,Primary,Controlled,2012,CROCKNAMACK ROAD,BT568JW,Portrush,140,11,40,140,11,40,191.0,73.2984293194,5.75916230366,20.942408377
3010850,Upper Ballyboley Primary School,Primary,Primary,Controlled,2012,36 BRAEPARK ROAD,BT399UW,Ballyclare,35,0,6,35,0,6,41.0,85.3658536585,0.0,14.6341463415
3010860,Sunnylands Primary School,Primary,Primary,Controlled,2012,SUNNYLANDS AVENUE,BT388JJ,Carrickfergus,73,<5,>=5,73,4,39,116.0,62.9310344828,3.44827586207,33.6206896552
3010862,Abbots Cross Primary School,Primary,Primary,Controlled,2012,DOAGH ROAD,BT379QW,Newtownabbey,231,<5,>=5,231,4,48,283.0,81.6254416961,1.41342756184,16.961130742
3010870,Moyle Primary School,Primary,Primary,Controlled,2012,18 SALLAGH PARK,BT401NS,Larne,250,6,89,250,6,89,345.0,72.4637681159,1.73913043478,25.7971014493
3010873,Bushmills Primary School,Primary,Primary,Controlled,2012,5 PRIESTLAND ROAD,BT578QW,Bushmills,>=5,0,<5,107,0,4,111.0,96.3963963964,0.0,3.6036036036
3010874,Whitehead Primary School,Primary,Primary,Controlled,2012,3 ISLANDMAGEE ROAD,BT389NE,Carrickfergus,286,21,123,286,21,123,430.0,66.511627907,4.88372093023,28.6046511628
3010875,Ballymena Primary School,Primary,Primary,Controlled,2012,BALLYMONEY ROAD,BT435BX,Ballymena,198,12,91,198,12,91,301.0,65.780730897,3.98671096346,30.2325581395
3010878,Kilmoyle Primary School,Primary,Primary,Controlled,2012,77 BENVARDIN ROAD,BT536NS,Ballymoney,112,0,13,112,0,13,125.0,89.6,0.0,10.4
3010879,Straidhavern Primary School,Primary,Primary,Controlled,2012,3 STRAIDHAVERN ROAD,BT294SN,Crumlin,24,<5,>=5,24,4,24,52.0,46.1538461538,7.69230769231,46.1538461538
3010880,King's Park Primary School,Primary,Primary,Controlled,2012,KING'S DRIVE,BT370DG,Newtownabbey,314,<5,>=5,314,4,18,336.0,93.4523809524,1.19047619048,5.35714285714
3010883,Linn Primary School,Primary,Primary,Controlled,2012,70-74 KILLYGLEN ROAD,BT402HT,Larne,299,0,104,299,0,104,403.0,74.1935483871,0.0,25.8064516129
3010891,Fourtowns Primary School,Primary,Primary,Controlled,2012,59 CULLYBACKEY ROAD,BT421LA,Ballymena,181,0,50,181,0,50,231.0,78.354978355,0.0,21.645021645
3010892,Ballytober Primary School,Primary,Primary,Controlled,2012,60 PRIESTLAND ROAD,BT578UR,Bushmills,52,<5,>=5,52,4,15,71.0,73.2394366197,5.6338028169,21.1267605634
3010893,Knockahollet Primary School,Primary,Primary,Controlled,2012,79 KNOCKAHOLLET ROAD,BT449BA,Ballymena,86,<5,>=5,86,4,8,98.0,87.7551020408,4.08163265306,8.16326530612
3010895,Rathcoole Primary School,Primary,Primary,Controlled,2012,DERRYCOOLE WAY,BT379EL,Newtownabbey,47,0,103,47,0,103,150.0,31.3333333333,0.0,68.6666666667
3012049,Carnalridge Primary School,Primary,Primary,Controlled,2012,135 ATLANTIC ROAD,BT568PB,Portrush,137,8,39,137,8,39,184.0,74.4565217391,4.34782608696,21.1956521739
3012065,Culcrow Primary School,Primary,Primary,Controlled,2012,129 CURRAGH ROAD,BT514BT,Coleraine,47,<5,>=5,47,4,15,66.0,71.2121212121,6.06060606061,22.7272727273
3012224,Cullycapple Primary School,Primary,Primary,Controlled,2012,32 MULLAGHINCH ROAD,BT514AP,Coleraine,>=5,0,<5,21,0,4,25.0,84.0,0.0,16.0
3012225,Damhead Primary School,Primary,Primary,Controlled,2012,34 DAMHEAD ROAD,BT521UF,Coleraine,156,<5,>=5,156,4,17,177.0,88.1355932203,2.25988700565,9.60451977401
3012229,Hezlett Primary School,Primary,Primary,Controlled,2012,1 BALLYWOOLEN ROAD,BT514TZ,Coleraine,165,<5,>=5,165,4,54,223.0,73.9910313901,1.79372197309,24.2152466368
3012233,Tobermore Primary School,Primary,Primary,Controlled,2012,6 MAGHERA ROAD,BT455QB,Magherafelt,>=5,0,<5,80,0,4,84.0,95.2380952381,0.0,4.7619047619
3012234,Ampertaine Primary School,Primary,Primary,Controlled,2012,94 KILREA ROAD,BT465SB,Maghera,114,<5,<5,114,3,2,119.0,95.7983193277,2.52100840336,1.68067226891
3012237,Killowen Primary School,Primary,Primary,Controlled,2012,SHUTTLE HILL,BT513BZ,Coleraine,91,10,81,91,10,81,182.0,50.0,5.49450549451,44.5054945055
3012250,Portstewart Primary School,Primary,Primary,Controlled,2012,CENTRAL AVENUE,BT557BT,Portstewart,149,20,76,149,20,76,245.0,60.8163265306,8.16326530612,31.0204081633
3012255,Drumard Primary School,Primary,Primary,Controlled,2012,70 TAMLAGHT ROAD,BT465XB,Maghera,>=5,<5,<5,18,4,4,26.0,69.2307692308,15.3846153846,15.3846153846
3012264,Millburn Primary School,Primary,Primary,Controlled,2012,ARTILLERY ROAD,BT522AQ,Coleraine,262,23,108,262,23,108,393.0,66.6666666667,5.8524173028,27.4809160305
3012267,Magherafelt Controlled Primary School,Primary,Primary,Controlled,2012,7 QUEEN'S AVENUE,BT456BU,Magherafelt,220,<5,>=5,220,4,28,252.0,87.3015873016,1.5873015873,11.1111111111
3012269,Kilrea Primary School,Primary,Primary,Controlled,2012,5 LISNAGROT ROAD,BT515SE,Coleraine,60,<5,>=5,60,4,9,73.0,82.1917808219,5.47945205479,12.3287671233
3012282,Culnady Primary School,Primary,Primary,Controlled,2012,79 BALLYMACILCURR ROAD,BT465TT,Maghera,>=5,0,<5,33,0,4,37.0,89.1891891892,0.0,10.8108108108
3012284,D H Christie Memorial Primary School,Primary,Primary,Controlled,2012,BALLYCAIRN ROAD,BT513HX,Coleraine,263,44,84,263,44,84,391.0,67.26342711,11.2531969309,21.4833759591
3012288,Castleroe Primary School,Primary,Primary,Controlled,2012,120 CASTLEROE ROAD,BT513RN,Coleraine,51,<5,>=5,51,4,16,71.0,71.8309859155,5.6338028169,22.5352112676
3012290,Bellaghy Primary School,Primary,Primary,Controlled,2012,79 WILLIAM STREET,BT458HZ,Magherafelt,36,<5,>=5,36,2,5,43.0,83.7209302326,4.6511627907,11.6279069767
3012291,Maghera Primary School,Primary,Primary,Controlled,2012,15 STATION ROAD,BT465BS,Maghera,82,5,6,82,5,6,93.0,88.1720430108,5.37634408602,6.45161290323
3013301,Carnmoney Primary School,Primary,Primary,Controlled,2012,CARNMONEY ROAD,BT366JS,Newtownabbey,279,8,73,279,8,73,360.0,77.5,2.22222222222,20.2777777778
3013310,Broughshane Primary School,Primary,Primary,Controlled,2012,HOUSTON PARK,BT424LB,Ballymena,285,<5,>=5,285,4,44,333.0,85.5855855856,1.2012012012,13.2132132132
3013315,Ballykeel Primary School,Primary,Primary,Controlled,2012,18 CREBILLY ROAD,BT424DN,Ballymena,324,5,44,324,5,44,373.0,86.8632707775,1.34048257373,11.7962466488
3013322,Camphill Primary School,Primary,Primary,Controlled,2012,65 CAROLHILL PARK,BT422DG,Ballymena,330,<5,>=5,330,4,44,378.0,87.3015873016,1.0582010582,11.6402116402
3013323,Mossgrove Primary School,Primary,Primary,Controlled,2012,SWANSTOWN ROAD GLENGORMLEY,BT365DN,Newtownabbey,142,22,71,142,22,71,235.0,60.4255319149,9.36170212766,30.2127659574
3013325,Leaney Primary School,Primary,Primary,Controlled,2012,12 INTERMEDIATE ROAD,BT537AL,Ballymoney,248,0,55,248,0,55,303.0,81.8481848185,0.0,18.1518151815
3013330,Victoria Primary School,Primary,Primary,Controlled,2012,CORONATION ROAD,BT387EZ,Carrickfergus,235,<5,>=5,235,4,259,498.0,47.1887550201,0.803212851406,52.0080321285
3013331,Ballycraigy Primary School,Primary,Primary,Controlled,2012,BRACKEN AVENUE,BT411PU,Antrim,86,<5,>=5,86,4,29,119.0,72.268907563,3.36134453782,24.3697478992
3013332,Toreagh Primary School,Primary,Primary,Controlled,2012,62 RALOO ROAD,BT403DU,Larne,80,0,18,80,0,18,98.0,81.6326530612,0.0,18.3673469388
3013700,Macosquin Primary School,Primary,Primary,Controlled,2012,34 DUNDERG ROAD,BT514ND,Coleraine,148,<5,>=5,148,4,41,193.0,76.6839378238,2.0725388601,21.2435233161
3013703,Kilross Primary School,Primary,Primary,Controlled,2012,19 DUNTIBRYAN ROAD,BT455QL,Magherafelt,>=5,0,<5,44,0,4,48.0,91.6666666667,0.0,8.33333333333
3013704,Castledawson Primary School,Primary,Primary,Controlled,2012,72 MAIN STREET,BT458AB,Magherafelt,91,0,15,91,0,15,106.0,85.8490566038,0.0,14.1509433962
3016005,Silverstream Primary School,Primary,Primary,Controlled,2012,MOYARD GARDENS,BT388XD,Carrickfergus,85,6,33,85,6,33,124.0,68.5483870968,4.83870967742,26.6129032258
3016014,Templepatrick Primary School,Primary,Primary,Controlled,2012,5 LYLEHILL ROAD,BT390AQ,Ballyclare,291,35,110,291,35,110,436.0,66.7431192661,8.02752293578,25.2293577982
3016015,Mossley Primary School,Primary,Primary,Controlled,2012,HAZELBURN ROAD,BT365NA,Newtownabbey,493,7,106,493,7,106,606.0,81.3531353135,1.15511551155,17.4917491749
3016037,Greystone Primary School,Primary,Primary,Controlled,2012,53 GREYSTONE ROAD,BT411JW,Antrim,123,<5,>=5,123,4,51,178.0,69.1011235955,2.24719101124,28.6516853933
3016038,Hollybank Primary School,Primary,Primary,Controlled,2012,DEVENISH DRIVE,BT370HF,Newtownabbey,110,0,47,110,0,47,157.0,70.0636942675,0.0,29.9363057325
3016040,Armoy Primary School,Primary,Primary,Controlled,2012,2 GRACEHILL ROAD,BT538TD,Ballymoney,40,<5,>=5,40,4,11,55.0,72.7272727273,7.27272727273,20.0
3016052,Harpurs Hill Primary School,Primary,Primary,Controlled,2012,BALLYCASTLE ROAD,BT522ER,Coleraine,148,11,60,148,11,60,219.0,67.5799086758,5.02283105023,27.397260274
3016055,Gorran Primary School,Primary,Primary,Controlled,2012,2 GORRAN ROAD,BT514HA,Coleraine,93,0,11,93,0,11,104.0,89.4230769231,0.0,10.5769230769
3016058,Parkhall Primary School,Primary,Primary,Controlled,2012,SEACASH WALK,BT411AZ,Antrim,127,<5,>=5,127,4,77,208.0,61.0576923077,1.92307692308,37.0192307692
3016063,Dunclug Primary School,Primary,Primary,Controlled,2012,DOURY ROAD,BT436SU,Ballymena,58,12,19,58,12,19,89.0,65.1685393258,13.4831460674,21.3483146067
3016119,Garvagh Primary School,Primary,Primary,Controlled,2012,1 COLERAINE ROAD,BT515HP,Coleraine,>=5,0,<5,118,0,4,122.0,96.7213114754,0.0,3.27868852459
3016125,Rasharkin Primary School,Primary,Primary,Controlled,2012,BAMFORD PARK,BT448RX,Ballymena,>=5,<5,<5,56,4,4,64.0,87.5,6.25,6.25
3016129,Carniny Primary School,Primary,Primary,Controlled,2012,61 OLD CULLYBACKEY ROAD,BT435JR,Ballymena,196,<5,>=5,196,4,74,274.0,71.5328467153,1.4598540146,27.0072992701
3016170,Ballyhenry Primary School,Primary,Primary,Controlled,2012,BALLYHENRY AVENUE,BT365AZ,Newtownabbey,116,6,19,116,6,19,141.0,82.2695035461,4.25531914894,13.475177305
3016225,Woodlawn Primary School,Primary,Primary,Controlled,2012,2 WOODBURN AVENUE,BT388EZ,Carrickfergus,201,<5,>=5,201,4,52,257.0,78.2101167315,1.55642023346,20.233463035
3016244,Ashgrove Primary School,Primary,Primary,Controlled,2012,ASHGROVE ROAD,BT366LJ,Newtownabbey,218,20,115,218,20,115,353.0,61.7563739377,5.6657223796,32.5779036827
3016249,Earlview Primary School,Primary,Primary,Controlled,2012,2 MANSE DRIVE,BT365US,Newtownabbey,86,0,65,86,0,65,151.0,56.9536423841,0.0,43.0463576159
3016252,Ballysally Primary School,Primary,Primary,Controlled,2012,DANE'S HILL ROAD,BT522QU,Coleraine,128,8,54,128,8,54,190.0,67.3684210526,4.21052631579,28.4210526316
3016257,Oakfield Primary School,Primary,Primary,Controlled,2012,OAKFIELD DRIVE,BT389DE,Carrickfergus,300,<5,>=5,300,4,64,368.0,81.5217391304,1.08695652174,17.3913043478
3016260,Cloughmills Primary School,Primary,Primary,Controlled,2012,MAIN STREET,BT449LF,Ballymena,>=5,0,<5,35,0,4,39.0,89.7435897436,0.0,10.2564102564
3016264,Irish Society's Primary School,Primary,Primary,Controlled,2012,3 RUGBY AVENUE,BT521JL,Coleraine,218,26,122,218,26,122,366.0,59.5628415301,7.10382513661,33.3333333333
3016269,Cairncastle Primary School,Primary,Primary,Controlled,2012,CAIRNCASTLE ROAD,BT402RB,Larne,98,7,27,98,7,27,132.0,74.2424242424,5.30303030303,20.4545454545
3016283,Knockloughrim Primary School,Primary,Primary,Controlled,2012,HILLHEAD ROAD,BT458QT,Magherafelt,>=5,<5,<5,82,4,4,90.0,91.1111111111,4.44444444444,4.44444444444
3016414,Fairview Primary School,Primary,Primary,Controlled,2012,HILLMOUNT AVENUE,BT399HS,Ballyclare,405,6,101,405,6,101,512.0,79.1015625,1.171875,19.7265625
3016440,Portglenone Primary School,Primary,Primary,Controlled,2012,10 CULLYBACKEY ROAD,BT448AF,Ballymena,83,0,18,83,0,18,101.0,82.1782178218,0.0,17.8217821782
3016444,Hazelbank Primary School,Primary,Primary,Controlled,2012,20 HAZELBANK ROAD,BT424LP,Ballymena,102,5,6,102,5,6,113.0,90.2654867257,4.42477876106,5.30973451327
3016447,Balnamore Primary School,Primary,Primary,Controlled,2012,80 BALNAMORE ROAD,BT537PT,Ballymoney,86,<5,>=5,86,4,14,104.0,82.6923076923,3.84615384615,13.4615384615
3016594,Bushvalley Primary School,Primary,Primary,Controlled,2012,175 BALLINLEA ROAD,BT538PR,Ballymoney,118,0,25,118,0,25,143.0,82.5174825175,0.0,17.4825174825
3030434,Creggan Primary School,Primary,Primary,RC Maintained,2012,118 STAFFORDSTOWN ROAD,BT413LH,Antrim,<5,>=5,<5,4,110,4,118.0,3.38983050847,93.2203389831,3.38983050847
3030438,Millquarter Primary School,Primary,Primary,RC Maintained,2012,139 CROSSKEYS ROAD,BT413PY,Antrim,<5,130,>=5,3,130,5,138.0,2.17391304348,94.2028985507,3.6231884058
3030547,St Patrick's Primary School,Primary,Primary,RC Maintained,2012,109 CAUSEWAY STREET,BT568JE,Portrush,0,>=5,<5,0,86,4,90.0,0.0,95.5555555556,4.44444444444
3030588,St Mary's Primary School,Primary,Primary,RC Maintained,2012,RATHLIN ISLAND,BT546RT,Ballycastle,<5,<5,<5,3,2,2,7.0,42.8571428571,28.5714285714,28.5714285714
3030621,St Mary's Primary School,Primary,Primary,RC Maintained,2012,16 BALLYMENA ROAD,BT448BL,Ballymena,<5,>=5,<5,4,206,4,214.0,1.8691588785,96.261682243,1.8691588785
3030625,St Mary's Primary School Glenravel,Primary,Primary,RC Maintained,2012,182 GLENRAVEL ROAD,BT436RB,Ballymena,<5,>=5,<5,4,58,4,66.0,6.06060606061,87.8787878788,6.06060606061
3030688,Mount St Michael's Primary School,Primary,Primary,RC Maintained,2012,3 CRAIGSTOWN ROAD,BT412AF,Antrim,5,423,18,5,423,18,446.0,1.12107623318,94.8430493274,4.03587443946
3030708,Glenann Primary School,Primary,Primary,RC Maintained,2012,8 GLENANN ROAD,BT440TG,Ballymena,<5,>=5,<5,4,36,4,44.0,9.09090909091,81.8181818182,9.09090909091
3030713,Carlane Primary School,Primary,Primary,RC Maintained,2012,26 CARLANE ROAD,BT413NT,Antrim,<5,>=5,<5,4,24,4,32.0,12.5,75.0,12.5
3030719,St Olcan's Primary School,Primary,Primary,RC Maintained,2012,202 GLENSHESK ROAD,BT538RJ,Ballymoney,0,>=5,<5,0,49,4,53.0,0.0,92.4528301887,7.54716981132
3030800,Barnish Primary School,Primary,Primary,RC Maintained,2012,100 CUSHENDALL ROAD,BT546QY,Ballycastle,<5,>=5,<5,4,62,4,70.0,5.71428571429,88.5714285714,5.71428571429
3030815,Moneynick Primary School,Primary,Primary,RC Maintained,2012,104 MONEYNICK ROAD,BT413HS,Antrim,0,>=5,<5,0,50,4,54.0,0.0,92.5925925926,7.40740740741
3030832,St Comgall's Primary School,Primary,Primary,RC Maintained,2012,1 BALLYMENA ROAD,BT414JG,Antrim,8,433,6,8,433,6,447.0,1.78970917226,96.8680089485,1.34228187919
3030848,St Macnisius' Primary School,Primary,Primary,RC Maintained,2012,30 CHAPELTOWN ROAD,BT412LD,Antrim,0,>=5,<5,0,32,4,36.0,0.0,88.8888888889,11.1111111111
3030890,St Brigid's Primary School,Primary,Primary,RC Maintained,2012,6 LOUGHILL ROAD,BT449LT,Ballymena,>=5,63,<5,6,63,4,73.0,8.21917808219,86.301369863,5.47945205479
3030894,St Mary's Primary School,Primary,Primary,RC Maintained,2012,"MIDDLEPARK ROAD,GORTACLEA",BT440SQ,Ballymena,0,>=5,<5,0,188,4,192.0,0.0,97.9166666667,2.08333333333
3030898,St Anne's Primary School,Primary,Primary,RC Maintained,2012,3 RESERVOIR ROAD,BT449JE,Ballymena,0,>=5,<5,0,67,4,71.0,0.0,94.3661971831,5.6338028169
3030899,Seaview Primary School,Primary,Primary,RC Maintained,2012,11 NEW ROAD,BT440AA,Ballymena,<5,46,<5,3,46,2,51.0,5.88235294118,90.1960784314,3.92156862745
3030900,St Anthony's Primary School,Primary,Primary,RC Maintained,2012,43 FAIRWAY,BT402BG,Larne,0,>=5,<5,0,78,4,82.0,0.0,95.1219512195,4.87804878049
3032011,Altayeskey Primary School,Primary,Primary,RC Maintained,2012,177 SIXTOWNS ROAD,BT457BH,Magherafelt,0,>=5,<5,0,29,4,33.0,0.0,87.8787878788,12.1212121212
3032018,St Brigid's Primary School Tirkane,Primary,Primary,RC Maintained,2012,131 TIRKANE ROAD,BT465NH,Maghera,<5,>=5,<5,4,153,4,161.0,2.48447204969,95.0310559006,2.48447204969
3032104,Ballyhackett Primary School,Primary,Primary,RC Maintained,2012,50 ALTIKEERAGH ROAD,BT514SR,Coleraine,>=5,36,<5,7,36,4,47.0,14.8936170213,76.5957446809,8.51063829787
3032109,New Row Primary School,Primary,Primary,RC Maintained,2012,43 NEW ROW,BT458AP,Magherafelt,<5,>=5,0,4,173,0,177.0,2.25988700565,97.7401129944,0.0
3032185,St Trea's Primary School,Primary,Primary,RC Maintained,2012,225 SHORE ROAD,BT456LL,Magherafelt,0,>=5,<5,0,107,4,111.0,0.0,96.3963963964,3.6036036036
3032197,Knocknagin Primary School,Primary,Primary,RC Maintained,2012,45 TOBERMORE ROAD,BT455LE,Magherafelt,<5,>=5,<5,4,22,4,30.0,13.3333333333,73.3333333333,13.3333333333
3032202,St Columba's Primary School,Primary,Primary,RC Maintained,2012,79 BOLERAN ROAD,BT515EQ,Coleraine,<5,>=5,<5,4,86,4,94.0,4.25531914894,91.4893617021,4.25531914894
3032205,St Columb's Primary School (cullion),Primary,Primary,RC Maintained,2012,70 INISCARN ROAD,BT455NQ,Magherafelt,<5,>=5,0,4,89,0,93.0,4.30107526882,95.6989247312,0.0
3032218,Crossroads Primary School,Primary,Primary,RC Maintained,2012,157 DRUMAGARNER ROAD,BT515TW,Coleraine,>=5,105,<5,6,105,4,115.0,5.21739130435,91.3043478261,3.47826086957
3032231,St Colum's Primary School,Primary,Primary,RC Maintained,2012,LEVER ROAD,BT557EF,Portstewart,<5,182,>=5,2,182,5,189.0,1.0582010582,96.2962962963,2.6455026455
3032246,St John Bosco Primary School Ballynease,Primary,Primary,RC Maintained,2012,5 CULBANE ROAD,BT448NZ,Ballymena,<5,>=5,0,4,99,0,103.0,3.88349514563,96.1165048544,0.0
3032257,Anahorish Primary School,Primary,Primary,RC Maintained,2012,120 DEERPARK ROAD,BT413SS,Antrim,0,>=5,<5,0,164,4,168.0,0.0,97.619047619,2.38095238095
3032268,St Columba's Primary School,Primary,Primary,RC Maintained,2012,82 SIXTOWNS ROAD,BT457BB,Magherafelt,0,>=5,<5,0,136,4,140.0,0.0,97.1428571429,2.85714285714
3032271,St Eoghan's Primary School,Primary,Primary,RC Maintained,2012,51 MONEYNEANY ROAD,BT457DZ,Magherafelt,<5,>=5,<5,4,101,4,109.0,3.66972477064,92.6605504587,3.66972477064
3032273,St Mary's Primary School,Primary,Primary,RC Maintained,2012,24 MAGHERAFELT ROAD,BT457AF,Magherafelt,0,>=5,<5,0,202,4,206.0,0.0,98.0582524272,1.94174757282
3032274,St John's Primary School,Primary,Primary,RC Maintained,2012,30 MONEYSHARVIN ROAD,BT465PY,Maghera,<5,>=5,<5,4,174,4,182.0,2.1978021978,95.6043956044,2.1978021978
3032275,Greenlough Primary School (st Mary's),Primary,Primary,RC Maintained,2012,220 MAYOGALL ROAD,BT448NN,Ballymena,<5,>=5,<5,4,148,4,156.0,2.5641025641,94.8717948718,2.5641025641
3032281,St Mary's Primary School,Primary,Primary,RC Maintained,2012,25 MULLAGHBOY ROAD,BT458HX,Magherafelt,<5,>=5,<5,4,196,4,204.0,1.96078431373,96.0784313725,1.96078431373
3032285,St Patrick's & St Joseph's Primary School,Primary,Primary,RC Maintained,2012,5 CHURCHTOWN ROAD,BT515BA,Coleraine,<5,>=5,<5,4,164,4,172.0,2.32558139535,95.3488372093,2.32558139535
3032297,St Malachy's Primary School,Primary,Primary,RC Maintained,2012,BERESFORD AVENUE,BT521HJ,Coleraine,<5,205,>=5,4,205,15,224.0,1.78571428571,91.5178571429,6.69642857143
3033303,St Oliver Plunkett's Primary School,Primary,Primary,RC Maintained,2012,MAIN STREET,BT413NJ,Antrim,0,>=5,<5,0,165,4,169.0,0.0,97.6331360947,2.36686390533
3033304,Tir-na-nog Primary School,Primary,Primary,RC Maintained,2012,DOAGH ROAD,BT399BG,Ballyclare,<5,>=5,<5,4,20,4,28.0,14.2857142857,71.4285714286,14.2857142857
3033311,Glenravel Primary School,Primary,Primary,RC Maintained,2012,2 LIGNAMONAGH ROAD,BT436QH,Ballymena,0,>=5,<5,0,159,4,163.0,0.0,97.5460122699,2.45398773006
3033313,St Bernard's Primary School,Primary,Primary,RC Maintained,2012,ELMFIELD ROAD,BT366DW,Newtownabbey,<5,>=5,<5,4,504,4,512.0,0.78125,98.4375,0.78125
