DENI,School_name,age,School_type,Management_type,year,Address,Postcode,Town,Protestant,Catholic,Other,Protestant_number,Catholic_number,Other_number,Total,Percentage_Protestant,Percentage_Catholic,Percentage_Other
2032712,Gortnagarn Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,44,4,52.0,7.69230769231,84.6153846154,7.69230769231
2032716,St Patrick's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,34,4,42.0,9.52380952381,80.9523809524,9.52380952381
2032721,Sacred Heart Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,0,>=5,<5,0,61,4,65.0,0.0,93.8461538462,6.15384615385
2032722,Altishane Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,31,4,39.0,10.2564102564,79.4871794872,10.2564102564
2032723,Roscavey Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,47,4,55.0,7.27272727273,85.4545454545,7.27272727273
2032724,Loughash Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,45,4,53.0,7.54716981132,84.9056603774,7.54716981132
2032730,St Columba's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,84,4,92.0,4.34782608696,91.3043478261,4.34782608696
2032731,St Teresa's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,145,4,153.0,2.61437908497,94.7712418301,2.61437908497
2032733,St. Joseph's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,17,4,25.0,16.0,68.0,16.0
2032737,St Columbkille's Primary Sch,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,289,4,297.0,1.3468013468,97.3063973064,1.3468013468
2033706,Faughanvale Primary School,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,170,4,178.0,2.24719101124,95.5056179775,2.24719101124
2033707,Mullabuoy Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,103,4,111.0,3.6036036036,92.7927927928,3.6036036036
2033708,Magilligan Primary School,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,30,4,38.0,10.5263157895,78.9473684211,10.5263157895
2036008,St Patrick's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,89,4,97.0,4.12371134021,91.7525773196,4.12371134021
2036032,St John's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,723,4,731.0,0.547195622435,98.9056087551,0.547195622435
2036045,St Canice's Primary,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,428,4,436.0,0.917431192661,98.1651376147,0.917431192661
2036053,St Colmcille's Primary,Primary,Primary,RC Maintained,1998,,,Omagh,0,>=5,<5,0,257,4,261.0,0.0,98.4674329502,1.53256704981
2036069,St Anne's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,737,4,745.0,0.536912751678,98.9261744966,0.536912751678
2036070,St Joseph's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,165,4,173.0,2.31213872832,95.3757225434,2.31213872832
2036082,St Colmcilles Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,228,4,236.0,1.69491525424,96.6101694915,1.69491525424
2036084,Steelstown Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,631,4,639.0,0.625978090767,98.7480438185,0.625978090767
2036085,St Peter & St Paul Primary Sch,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,72,4,80.0,5.0,90.0,5.0
2036090,St Nailes Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,86,4,94.0,4.25531914894,91.4893617021,4.25531914894
2036094,St Patrick's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,208,4,216.0,1.85185185185,96.2962962963,1.85185185185
2036095,Cloughcor Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,195,4,203.0,1.97044334975,96.0591133005,1.97044334975
2036096,St Mary's Girls Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,464,4,472.0,0.847457627119,98.3050847458,0.847457627119
2036097,St Peter's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,109,4,117.0,3.4188034188,93.1623931624,3.4188034188
2036105,St Martin's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,117,4,125.0,3.2,93.6,3.2
2036107,St Joseph's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,88,4,96.0,4.16666666667,91.6666666667,4.16666666667
2036116,St Conor's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,356,<5,3,356,2,361.0,0.831024930748,98.6149584488,0.554016620499
2036142,St Brigid's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,388,4,396.0,1.0101010101,97.9797979798,1.0101010101
2036143,St Oliver Plunkett Primary Sch,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,220,4,228.0,1.75438596491,96.4912280702,1.75438596491
2036149,Sistrakeel Primary School,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,30,4,38.0,10.5263157895,78.9473684211,10.5263157895
2036153,St Scire's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,96,4,104.0,3.84615384615,92.3076923077,3.84615384615
2036181,St Mary's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,85,4,93.0,4.30107526882,91.3978494624,4.30107526882
2036186,St Dympna's Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,113,4,121.0,3.30578512397,93.3884297521,3.30578512397
2036187,St John's Primary School,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,164,4,172.0,2.32558139535,95.3488372093,2.32558139535
2036213,St Columban's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,0,>=5,<5,0,156,4,160.0,0.0,97.5,2.5
2036227,Slievemore Primary School,Primary,Primary,RC Maintained,1998,,,Derry,0,>=5,<5,0,437,4,441.0,0.0,99.0929705215,0.907029478458
2036247,St Columba's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,0,>=5,<5,0,167,4,171.0,0.0,97.6608187135,2.33918128655
2036258,St Davog's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,131,4,139.0,2.87769784173,94.2446043165,2.87769784173
2036259,Trench Road Primary School,Primary,Primary,RC Maintained,1998,,,Derry,0,451,5,0,451,5,456.0,0.0,98.9035087719,1.09649122807
2036288,Good Shepard Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,429,4,437.0,0.91533180778,98.1693363844,0.91533180778
2036291,St Oliver Plunkett Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,134,4,142.0,2.81690140845,94.3661971831,2.81690140845
2036356,St Mary's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,<5,>=5,<5,4,131,4,139.0,2.87769784173,94.2446043165,2.87769784173
2036379,St Theresa's Primary School,Primary,Primary,RC Maintained,1998,,,Fermanagh,0,>=5,<5,0,367,4,371.0,0.0,98.9218328841,1.0781671159
2036387,St Patrick's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,42,4,50.0,8.0,84.0,8.0
2036389,St Anne's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,303,4,311.0,1.28617363344,97.4276527331,1.28617363344
2036415,Our Lady Of Lourdes Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,112,4,120.0,3.33333333333,93.3333333333,3.33333333333
2036449,Christ The King Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,0,>=5,<5,0,224,4,228.0,0.0,98.2456140351,1.75438596491
2036458,Gortnaghey Primary School,Primary,Primary,RC Maintained,1998,,,Limavady,<5,>=5,<5,4,62,4,70.0,5.71428571429,88.5714285714,5.71428571429
2036459,St Theresa's Primary School,Primary,Primary,RC Maintained,1998,,,Strabane,<5,>=5,<5,4,129,4,137.0,2.9197080292,94.1605839416,2.9197080292
2036461,Lenamore Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,468,4,476.0,0.840336134454,98.3193277311,0.840336134454
2036465,Chapel Road Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,129,4,137.0,2.9197080292,94.1605839416,2.9197080292
2036472,Holy Family Primary,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,1066,4,1074.0,0.372439478585,99.2551210428,0.372439478585
2036475,Longtower Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,492,4,500.0,0.8,98.4,0.8
2036533,Hollybush Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,293,>=5,1,293,5,299.0,0.334448160535,97.9933110368,1.67224080268
2036555,St Eugene's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,0,>=5,<5,0,434,4,438.0,0.0,99.0867579909,0.913242009132
2036557,All Saints Primary School,Primary,Primary,RC Maintained,1998,,,Omagh,<5,>=5,<5,4,84,4,92.0,4.34782608696,91.3043478261,4.34782608696
2036574,Bunscoil Cholmcille Primary School,Primary,Primary,RC Maintained,1998,,,Derry,<5,>=5,<5,4,216,4,224.0,1.78571428571,96.4285714286,1.78571428571
2036581,St Patrick's Primary School,Primary,Primary,RC Maintained,1998,,,Derry,0,>=5,<5,0,925,4,929.0,0.0,99.5694294941,0.43057050592
2066549,Enniskillen Integrated Primary,Primary,Primary,GM Integrated,1998,,,Fermanagh,70,98,38,70,98,38,206.0,33.9805825243,47.572815534,18.4466019417
2066552,Omagh Integrated Primary School,Primary,Primary,GM Integrated,1998,,,Omagh,51,90,38,51,90,38,179.0,28.4916201117,50.2793296089,21.2290502793
2066558,Oakgrove Integrated Primary School,Primary,Primary,GM Integrated,1998,,,Derry,137,181,46,137,181,46,364.0,37.6373626374,49.7252747253,12.6373626374
2420229,Foyle & Londonderry College,Primary,Preparatory,Voluntary,1998,,,Derry,27,>=5,<5,27,28,4,59.0,45.7627118644,47.4576271186,6.77966101695
3010404,Tildarg Primary School,Primary,Primary,Controlled,1998,,,Ballymena,>=5,<5,<5,78,4,4,86.0,90.6976744186,4.6511627907,4.6511627907
3010466,Longstone Primary School,Primary,Primary,Controlled,1998,,,Ballymena,>=5,<5,<5,35,4,4,43.0,81.3953488372,9.3023255814,9.3023255814
3010470,Carnalbanagh Primary School,Primary,Primary,Controlled,1998,,,Larne,>=5,<5,<5,26,4,4,34.0,76.4705882353,11.7647058824,11.7647058824
3010486,Larne And Inver Primary School,Primary,Primary,Controlled,1998,,,Larne,218,<5,>=5,218,4,23,245.0,88.9795918367,1.63265306122,9.38775510204
3010518,Dunamuggy Primary School,Primary,Primary,Controlled,1998,,,Antrim,>=5,<5,<5,27,4,4,35.0,77.1428571429,11.4285714286,11.4285714286
3010519,Carnlough Primary School,Primary,Primary,Controlled,1998,,,Larne,>=5,<5,<5,35,4,4,43.0,81.3953488372,9.3023255814,9.3023255814
3010553,Carrickfergus Model Prim Sch,Primary,Primary,Controlled,1998,,,Carrickfergus,368,0,25,368,0,25,393.0,93.6386768448,0.0,6.36132315522
3010558,Duneane Primary School,Primary,Primary,Controlled,1998,,,Antrim,>=5,<5,<5,18,4,4,26.0,69.2307692308,15.3846153846,15.3846153846
3010570,Straid Primary School,Primary,Primary,Controlled,1998,,,Newtownabbey,0,67,9,0,67,9,76.0,0.0,88.1578947368,11.8421052632
3010572,Carrowreagh Primary School,Primary,Primary,Controlled,1998,,,Ballymoney,>=5,<5,<5,92,4,4,100.0,92.0,4.0,4.0
3010594,Garryduff Primary School,Primary,Primary,Controlled,1998,,,Ballymoney,>=5,<5,0,48,4,0,52.0,92.3076923077,7.69230769231,0.0
3010631,Ballyclare Primary School,Primary,Primary,Controlled,1998,,,Newtownabbey,>=5,<5,0,558,4,0,562.0,99.2882562278,0.711743772242,0.0
3010642,Parkgate Primary School,Primary,Primary,Controlled,1998,,,Antrim,40,<5,<5,40,3,2,45.0,88.8888888889,6.66666666667,4.44444444444
3010644,Millbrook Primary School,Primary,Primary,Controlled,1998,,,Larne,>=5,<5,<5,53,4,4,61.0,86.8852459016,6.55737704918,6.55737704918
3010646,Olderfleet Primary School,Primary,Primary,Controlled,1998,,,Larne,184,<5,>=5,184,4,9,197.0,93.4010152284,2.03045685279,4.56852791878
3010696,Woodburn Primary School,Primary,Primary,Controlled,1998,,,Carrickfergus,115,0,19,115,0,19,134.0,85.8208955224,0.0,14.1791044776
3010714,Buick Memorial Primary School,Primary,Primary,Controlled,1998,,,Ballymena,379,0,27,379,0,27,406.0,93.3497536946,0.0,6.65024630542
3010722,Lisnamurrican Primary School,Primary,Primary,Controlled,1998,,,Ballymena,>=5,<5,<5,50,4,4,58.0,86.2068965517,6.89655172414,6.89655172414
3010726,Dunseverick Primary School,Primary,Primary,Controlled,1998,,,Moyle,>=5,<5,<5,106,4,4,114.0,92.9824561404,3.50877192982,3.50877192982
3010741,Creavery Primary School,Primary,Primary,Controlled,1998,,,Antrim,>=5,0,<5,58,0,4,62.0,93.5483870968,0.0,6.45161290323
3010745,Loanends Primary School,Primary,Primary,Controlled,1998,,,Antrim,0,0,117,0,0,117,117.0,0.0,0.0,100.0
3010754,Doagh Primary School,Primary,Primary,Controlled,1998,,,Newtownabbey,>=5,<5,<5,99,4,4,107.0,92.523364486,3.73831775701,3.73831775701
3010760,Mullaghdubh Primary School,Primary,Primary,Controlled,1998,,,Larne,>=5,<5,<5,58,4,4,66.0,87.8787878788,6.06060606061,6.06060606061
3010779,The Thompson Primary School,Primary,Primary,Controlled,1998,,,Newtownabbey,137,0,16,137,0,16,153.0,89.5424836601,0.0,10.4575163399
3010780,Kirkinriola Primary School,Primary,Primary,Controlled,1998,,,Ballymena,>=5,<5,<5,19,4,4,27.0,70.3703703704,14.8148148148,14.8148148148
3010781,Harryville Primary School,Primary,Primary,Controlled,1998,,,Ballymena,174,<5,>=5,174,4,19,197.0,88.3248730964,2.03045685279,9.64467005076
