date,Aston Villa,The Draw,West Brom
2014-12-13 16:41:01.205,0.7142857,8.695652,90.90909
2014-12-13 16:41:33.966,0.6673407,7.42478,91.69703
2014-12-13 16:41:54.705,0.3513278,7.361516,92.59259
2014-12-13 16:42:15.573,0.5555556,7.361516,92.59259
2014-12-13 16:42:36.532,0.3571429,7.865169,92.55082
2014-12-13 16:42:57.541,0.5348837,7.865169,91.97779
2014-12-13 16:43:18.538,0.5555556,6.857552,91.74312
2014-12-13 16:43:39.238,0.5555556,7.407407,91.76033
2014-12-13 16:44:00.106,0.3571429,7.149527,93.04982
2014-12-13 16:44:20.762,0.4103343,7.142857,92.58518
2014-12-13 16:44:42.032,0.3333333,7.068607,92.59227
2014-12-13 16:45:02.756,0.5,7.100614,92.86161
2014-12-13 16:45:23.480,0.5,7.100614,93.43799
2014-12-13 16:45:44.376,0.5,6.896552,93.37557
2014-12-13 16:46:06.030,0.1666667,6.25,93.28723
2014-12-13 16:46:27.269,0.1,6.25,93.18392
2014-12-13 16:46:47.987,0.1,6.015507,94.33962
2014-12-13 16:47:09.532,0.1,6.25,94.07911
2014-12-13 16:47:30.474,0.1,5.555556,94.01026
2014-12-13 16:47:51.280,0.1,5.555556,94.04906
2014-12-13 16:48:11.956,0.1,5.714286,95.04733
2014-12-13 16:48:32.649,0.1,4.545455,94.99862
2014-12-13 16:48:53.404,0.1,4.545455,95.39121
2014-12-13 16:49:14.225,0.1,4.545455,94.74241
2014-12-13 16:49:35.008,0.1,4.761905,95.78796
2014-12-13 16:49:55.751,0.1,5.53574,94.73826
2014-12-13 16:50:16.623,0.1,5.723785,93.81574
2014-12-13 16:50:37.412,0.1,5.723785,97.08581
2014-12-13 16:51:08.771,0.1,5.723785,97.08738
2014-12-13 16:51:30.033,0.1,5.723785,98.22412
2014-12-13 16:51:52.630,0.1,5.723785,98.33746
2014-12-13 16:52:13.750,0.1,5.723785,97.99092
2014-12-13 16:52:34.485,0.1,5.723785,99.0099
2014-12-13 16:52:55.205,0.1,5.723785,99.0099
2014-12-13 16:53:16.461,0.1,5.723785,99.0099
2014-12-13 16:53:37.978,0.1,5.723785,99.0099
2014-12-13 16:53:58.693,0.1,5.723785,99.0099
