date,Gael Monfils,Roger Federer
2014-11-21 17:11:20.340,79.82694,20.13389
2014-11-21 17:11:48.204,80.4144,20
2014-11-21 17:12:03.965,81.72097,18.85116
2014-11-21 17:12:19.592,83.07543,18.85116
2014-11-21 17:12:35.669,82.79814,16.84812
2014-11-21 17:12:52.310,82.23132,17.54386
2014-11-21 17:13:07.961,81.38667,18.51852
2014-11-21 17:13:23.671,83.13079,17.45125
2014-11-21 17:13:39.367,82.8316,17.54386
2014-11-21 17:13:55.277,82.53395,17.26553
2014-11-21 17:14:11.625,81.91239,18.86792
2014-11-21 17:14:29.706,81.65795,18.83224
2014-11-21 17:14:45.547,80.6998,19.60552
2014-11-21 17:15:01.589,80.18475,19.97161
2014-11-21 17:15:17.521,80.16368,19.92102
2014-11-21 17:15:33.223,79.45171,20.79823
2014-11-21 17:15:49.285,79.93236,20.29045
2014-11-21 17:16:05.590,79.98935,20.63966
2014-11-21 17:16:22.170,79.6741,20.64905
2014-11-21 17:16:43.037,79.91915,20
2014-11-21 17:16:59.306,80.0553,20.00239
2014-11-21 17:17:15.202,80.17471,19.71469
2014-11-21 17:17:31.757,81.74413,18.86792
2014-11-21 17:17:47.359,81.12992,17.98088
2014-11-21 17:18:02.971,83.32674,16.47028
2014-11-21 17:18:18.836,82.98031,16.73562
2014-11-21 17:18:34.853,84.03361,15.625
2014-11-21 17:18:50.864,84.73622,15.3431
2014-11-21 17:19:06.966,84.76612,15.625
2014-11-21 17:19:22.696,85.23136,15.15152
2014-11-21 17:19:38.423,84.93042,15.37828
2014-11-21 17:19:54.306,84.80762,15.5532
2014-11-21 17:20:10.228,84.66127,15.54285
2014-11-21 17:20:26.119,84.47564,15.37873
2014-11-21 17:20:42.571,84.23495,15.71702
2014-11-21 17:20:58.632,84.33667,16.12637
2014-11-21 17:21:14.599,84.25055,15.71271
2014-11-21 17:21:30.613,84.53979,15.62007
2014-11-21 17:21:46.373,83.34119,16.66667
2014-11-21 17:22:02.263,83.02405,17.21957
2014-11-21 17:22:18.242,82.17087,17.66855
2014-11-21 17:22:34.205,81.96964,18.16269
2014-11-21 17:22:50.657,81.05012,18.71264
2014-11-21 17:23:06.490,80.73354,18.88869
2014-11-21 17:23:22.169,80.8855,18.89491
2014-11-21 17:23:38.751,80.90603,19.22946
2014-11-21 17:23:54.342,80.77119,19.31307
2014-11-21 17:24:10.027,81.61661,19.10534
2014-11-21 17:24:25.976,82.16846,17.48979
2014-11-21 17:24:43.159,83.43567,16.66667
2014-11-21 17:24:58.917,84.65757,16.12903
2014-11-21 17:25:14.887,84.42511,15.625
2014-11-21 17:25:30.797,83.7874,16.66667
2014-11-21 17:25:46.646,84.00062,15.91493
2014-11-21 17:26:02.381,84.56495,15.94005
2014-11-21 17:26:18.518,84.06211,15.91175
2014-11-21 17:26:34.138,84.07007,15.76448
2014-11-21 17:26:49.809,84.41881,15.82232
2014-11-21 17:27:05.771,85.45001,15.19356
2014-11-21 17:27:21.619,86.77164,14.19367
2014-11-21 17:27:37.421,84.93938,15.15152
2014-11-21 17:27:53.561,84.67449,15.42906
2014-11-21 17:28:09.128,83.39036,16.65822
2014-11-21 17:28:24.754,82.7657,16.76427
2014-11-21 17:28:40.302,82.63476,17.01927
2014-11-21 17:28:56.035,82.58086,17.48336
2014-11-21 17:29:11.819,81.48483,17.95642
2014-11-21 17:29:27.571,81.24113,18.63543
2014-11-21 17:29:44.208,80.442,19.26617
2014-11-21 17:30:00.031,80.27215,19.51795
2014-11-21 17:30:15.862,80.08258,19.7012
2014-11-21 17:30:31.659,80.0105,19.46918
2014-11-21 17:30:47.348,78.8477,44.50049
2014-11-21 17:31:03.523,80.94157,19.41871
2014-11-21 17:31:19.446,81.17213,18.55966
2014-11-21 17:31:35.204,79.61585,18.6714
2014-11-21 17:31:50.965,78.40956,20.83333
2014-11-21 17:32:10.387,80.01139,20.54941
2014-11-21 17:32:26.110,81.10897,19.19484
2014-11-21 17:32:41.750,82.51128,18.15053
2014-11-21 17:32:57.318,82.21971,17.94617
2014-11-21 17:33:12.957,81.38591,17.94617
2014-11-21 17:33:28.554,80.88694,19.23077
2014-11-21 17:33:44.677,78.27658,20.98381
2014-11-21 17:34:00.354,78.02414,21.89825
2014-11-21 17:34:15.970,77.89327,22.13498
2014-11-21 17:34:31.529,80.89696,19.60784
2014-11-21 17:34:48.301,80.63165,19.21774
2014-11-21 17:35:03.920,82.30705,18.70375
2014-11-21 17:35:19.827,83.24262,16.89348
2014-11-21 17:35:35.518,83.33767,16.65458
2014-11-21 17:35:52.013,85.03806,16.00856
2014-11-21 17:36:07.730,86.22337,14.19128
2014-11-21 17:36:30.279,86.2069,13.88889
2014-11-21 17:36:45.970,90.46171,10
2014-11-21 17:37:01.638,89.682,9.493253
2014-11-21 17:37:17.398,88.00655,12.5
2014-11-21 17:37:33.291,87.19995,12.5
2014-11-21 17:37:49.039,85.41195,14.7563
2014-11-21 17:38:05.414,85.89193,15.53271
2014-11-21 17:38:21.265,89.59717,11.34432
2014-11-21 17:38:36.987,90.12923,10
2014-11-21 17:38:53.124,90.31374,10.32794
2014-11-21 17:39:08.989,87.25726,10.86957
2014-11-21 17:39:24.968,85.69198,14.28571
2014-11-21 17:39:40.699,85.83282,14.923
2014-11-21 17:39:56.410,86.18017,14.22772
2014-11-21 17:40:12.202,88.49768,13.88889
2014-11-21 17:40:28.006,89.96317,10
